txt_pl_lem,date
""" Paweł  Barnaba powiedzieć  Żyd : „ należeć głosić słowo boży najpierw  . skoro  odrzucać    uznawać   niegodny życie wieczny , zwracać   poganin .   nakazać   : "" "" ustanowić   światłość  poganin , abyś  zbawienie   kraniec ziemia ” . poganin słyszeć  radować   wielbić słowo pański ,   , przeznaczyć  życie wieczny , uwierzyć . słowo pański rozszerzać    kraj . iść  głosić świat Ewangelia chwalić  , wszystek naród , wysławiać  , wszystek lud ,  potężny    łaska ,  wierność  trwać  wiek . spośród swój uczeń wyznaczyć    siedemdziesiąt   wysłać     siebie   miasto  miejscowość ,   przyjść zamierzać . powiedzieć    : "" "" żniwo wprawdzie wielki ,  robotnik  ; prosić   żniwo ,  wyprawić robotnik  swój żniwo . iść ,   posyłać  owca  wilk .  nosić  siebie trzos  torba ,  sandał ;  nikt  droga  pozdrawiać .    dom wejść , najpierw mówić : „ pokój  dom ! ”   mieszkać człowiek godny pokój ,  pokój spocząć   ;   , powrócić   .    dom zostać , jeść  pić ,  mieć :  zasługiwać robotnik  swój zapłata .  przechodzić  dom  dom .    miasto wejść  przyjąć  , jeść ,   podać ; uzdrawiać chory ,    ,  mówić  : „ przybliżyć    królestwo boży ” . "" ",2019-02-14
"""  mówić  : "" "" przeklęty mąż ,  pokładać nadzieja  człowiek    ciało upatrywać swój siła ,    odwracać swój serce .   podobny  dziki krzew  step ,  dostrzegać ,  przychodzić szczęście ; wybierać miejsce spalić  pustynia , ziemia słony  bezludny . błogosławiony mąż ,  pokładać ufność   ,     nadzieja .   podobny  drzewo zasadzić  woda ,  swój korzenie puszczać  strumień ;  obawiać  ,  nadejść upał ,  zachować zielony liść ;   rok posucha  doznawać niepokój   przestawać wydawać owoc "" "" . szczęśliwy człowiek ,  ufać  szczęśliwy człowiek ,   iść  rada występny ,  wchodzić  droga grzesznik   zasiadać  grono szyderca ,   prawo pański upodobać siebie  rozmyślać   dzień  noc .    drzewo zasadzić  płynąć woda ,  wydawać owoc  swój czas . liść   więdnąć ,   ,  czynić ,  udane.Co  grzesznik :   plewa ,  wiatr rozmiatać .  droga sprawiedliwy   znany ,  drogi występny zaginąć . Jezus zejść  dwanaście  dół  zatrzymać   równina ;   liczny tłum  uczeń  wielki mnóstwo lud   Judea   Jeruzal   nadmorski okolica tyr  Sydonu .  podnieść oko  swój uczeń  mówić : "" "" błogosławiony  , ubogi ,    należeć królestwo boży . błogosławiony ,   głodować ,   nasycić . błogosławiony ,   płakać ,  śmiać   . błogosławiony  ,  człowiek  znienawidzić    wyłączyć spośród siebie ,  zelżyć    powód syn człowieczy odrzucić  pogarda  imię  niecny : cieszyć   radować   dzień ,  wielki   nagroda  niebo .    przodek  czynić prorok .  biadać  , bogacz ,  odebrać   pociecha  . biadać  ,    syty ,  głód cierpieć  . biadać  ,    śmiać ,  smucić   płakać  . biadać  ,  wszystek człowiek chwalić   .    przodek  czynić fałszywy prorok "" "" . "" ",2019-02-17
""" Adam zbliżyć   swój żona , Ewa .   począć  urodzić Kain ,  rzec : "" "" otrzymać  mężczyzna   "" "" .  potem urodzić  Abel ,  brat . Abel  pasterz trzoda ,  Kain uprawiać rola .    czas Kain składać   ofiara płód rola ,   Abel składać pierwocina  drobny bydło    tłuszcz ,  wejrzeć  Abel    ofiara ;  Kain     ofiara  chcieć patrzeć . smucić  Kain   chodzić  ponury twarz .  zapytać Kain : "" ""   smutny   twarz   ponury ?  , gdybyś postępować  , mieć   twarz pogodny ;      postępować , grzech leżeć  wrota  czyhać   ,    mieć   panować "" "" . Kain zwrócić   swój brat , Abel : "" "" chodzić  pole "" "" .     pole , Kain rzucić   swój brat , Abel ,  zabić  .  Bóg zapytać Kain : "" ""   brat  , Abel ? "" ""  odpowiedzieć : "" ""  wiedzieć . czyż  stróż brat  ? "" "" rzec Bóg : "" ""  uczynić  ? krew brat  głośno wołać    ziemia !    przekląć   rola ,  rozewrzeć swój paszcza ,  wchłonąć krew brat  , przelać   .  rola   uprawiać ,  dać     plon . Tułacz  zbieg   ziemia ! "" "" Kain rzec   : "" "" zbyt wielki  kary  , abym móc  znieść . skoro   wypędzać   rola  mieć  ukrywać   ,   tułacz  zbieg  ziemia ,  ,   spotkać ,  móc  zabić ! "" ""    powiedzieć : "" ""  ,  !   zabić Kain , siedmiokrotny pomsta doświadczyć ! "" "" dać   znamię Kain ,    zabić nikt ,   spotkać . Adam raz  zbliżyć   swój żona   urodzić  syn ,  dać imię Seta , "" ""  –  mówić – dać  Bóg  potomek  zamian  Abel ,  zabić Kain "" "" . składać Bóg dziękczynny ofiara przemówić  , Bóg  bóg ,  wezwać ziemia  wschód  zachód słońce . "" ""  oskarżać    ofiara ,   całopalenie     "" "" . "" ""  wymieniać  przykazanie   usta mieć  przymierze ?  ,  nienawidzić karność ,  słowo  odrzucić   siebie ? "" "" "" "" zasiąść , przemawiać przeciw brat , znieważać syn swój matka .   postępować ,   mieć milczeć ?  myśleć ,   podobny   ? skarcić   postawić    oko "" "" . faryzeusz zacząć rozprawiać  Jezus ,  chcieć wystawić   próba , domagać    znak .   westchnąć  głębia dusza  rzec : "" ""   plemię domagać  znak ? zaprawdę , powiadać  :  znak   dać  plemię "" "" .  zostawić  , wsiąść  powrót  łódź  odpłynąć  drugi strona . "" ",2019-02-18
""" Bóg pobłogosławić Noe   syn , mówić   : "" ""  płodny  mnożyć  , abyście zaludnić ziemia . wszelki  zwierzę  ziemia  wszelki ptactwo podniebny niechaj   bać  lękać .  ,   poruszać  ziemia ,  wszystek ryba morski zostać oddać   władanie .  ,   poruszać  żyć ,  przeznaczyć    pokarm ,   roślina zielony , dawać   .  wolno   jeść mięso  krew życie . upomnieć    krew  wzgląd   życie – upomnieć      zwierzę . upomnieć    człowiek  życie człowiek    –  życie brat .   przelać krew ludzki ,  człowiek mieć  przelać krew  ,  człowiek zostać stworzyć  obraz Bóg .    płodny  mnożyć  ; zaludniać ziemia  mieć   władza "" "" . potem Bóg  rzec  Noe    syn : "" ""   zawierać przymierze      potomstwo ,     ;  wszelki istota żywy ,     :  ptactwo ,  zwierzę domowy  polny ,     ,   ,  wyjść  arka ,  wszelki zwierzę  ziemia . zawierać   przymierze ,      zostać zgładzić woda potop  istota żywy      potop niszczyć ziemia "" "" .   Bóg dodać : "" ""    znak przymierze ,   zawierać     istota żywy ,     ,  wieczny czas : łuk  kłaść  obłok ,   znak przymierze    ziemia "" "" . Bóg  wyżyny niebo spoglądać  ziemia poganin   bać imię  ,   chwała wszystek król ziemia ,   odbudować Syjon  ukazać   swój majestacie.Pan przychylić   modlitwa opuścić   odrzucić  modły . należeć  zapisać  przyszły pokolenie , lud ,   narodzić ,  wychwalać Pana.Spojrza ł   wysokość swój przybytek , popatrzyć  niebo  ziemia ,  usłyszeć jęk uwięziony ,  skazać  śmierć uwolnić . syn sługa  bezpiecznie mieszkać  ,   potomstwo  trwać   obecność .  imię  głosić  Syjona   Jeruzalem  chwała ,  zgromadzić  raz naród  królestwo ,  służyć  . Jezus udać   swój uczeń  wioska  Cezareą Filipową .  droga pytać uczeń : "" ""   uważać  człowiek ? "" ""   odpowiedzieć : "" ""  Jan chrzciciel ,   Eliasz ,      prorok "" "" .   zapytać : "" ""      uważać ? "" "" odpowiedzieć  Piotr : "" ""   mesjasz "" "" .  surowo  przykazać ,  nikt    mówić .  zacząć  pouczać ,  syn człowieczy  musieć wycierpieć ,   odrzucić  stary , arcykapłan  uczony  pismo ;  zostać zabić ,   trzy dzień zmartwychwstać .  mówić zupełnie otwarcie  słowo .  Piotr wziąć   bok  zacząć  upominać .   obrócić   patrzeć  swój uczeń , zgromić Piotr słowo : "" "" zejść   oko , szatan ,   myśleć  boży ,   ludzki "" "" . "" ",2019-02-21
""" Saul wyruszyć  pustynia Zif ,  wraz   trzy tysiąc doborowy izraelita ,  wpaść  trop Dawid  pustynia Zif . Dawid wraz  Abiszajem zakraść   noc  obóz ; Saul  spać  środek obozowisko ,   dzida  wbić  ziemia  głowa . Abner  człowiek leżeć uśpić dokoła  . rzec  Abiszaj  Dawid : "" ""  Bóg oddawać wróg    ręka .  pozwolić ,  przybić  dzida  ziemia ,  pchnięcie , drugi    "" "" . Dawid odeprzeć Abiszajowi : "" ""  zabijać  ! któż  podnieść  ręka  pomazaniec Pański ,   ponieść kara ? "" "" wziąć  Dawid dzida  bukłak  woda  wezgłowie Saul  pójść siebie . nikt   spostrzec , nikt    wiedzieć , nikt   obudzić .  spać ,   zesłać   twardy sen . Dawid oddalić   przeciwległy strona  stanąć  wierzchołek góra  oddal ,  dzielić    spory odległość .  Dawid zawołać  Saul : "" ""  dzida królewski ,  przyjść   pachołek  wziąć  .  nagradzać człowiek  sprawiedliwość  wierność :  dać    ręka ,    podnieść   przeciw pomazaniec pański "" "" .   łaskawy , pełny miłosierdzie błogosławić , dusza  ,  ,   ,     , święty imię  . błogosławić , dusza  ,    zapominać  wszystek  dobrodziejstwach.On odpuszczać wszystek  wina  leczyć wszystek choroba .   życie ratować  zguba , obdarzać  łaska  zmiłowanie . Miłosierny    łaskawy , nieskory  gniew   cierpliwy .  postępować     grzech   wina    odpłacać .  odległy  wschód  zachód ,   odsuwać    wina .  ojciec litować   dziecko ,    litować   ,  cześć  oddawać . Jezus powiedzieć  swój uczeń : "" "" powiadać  ,  słuchać : miłować  nieprzyjaciel ;  czynić  ,   nienawidzić ; błogosławić  ,   przeklinać ,  modlić    ,   oczerniać .    uderzyć  policzek , nadstawić   drugi .  zabierać  płaszcz ,  bronić   szata . dawać  ,   prosić ,   dopominać  zwrot   ,  brać  .  chcieć ,  człowiek  czynić , podobnie   czynić .   miłować   ,   miłować ,    należeć   wdzięczność ?   grzesznik okazywać miłość  ,   miłować .    czynić   ,    czynić ,    należeć   wdzięczność ?  grzesznik   czynić .  pożyczka udzielać  ,   spodziewać  zwrot ,    należeć   wdzięczność ?  grzesznik pożyczać grzesznik ,  tyleż  otrzymać .   miłować  nieprzyjaciel , czynić   pożyczać ,      spodziewać .   nagroda  wielki   syn wysoki ;    dobry  niewdzięczny  zły .  miłosierny ,  ojciec   miłosierny .  sądzić ,    sądzić ;  potępiać ,    potępić ; odpuszczać ,    odpuścić . dawać ,    dana ; miara dobry , ubić , utrząść  wypełnić  brzeg wsypać  zanadrze  . odmierzyć    miara ,   mierzyć "" "" . "" ",2019-02-24
"""  mądrość   pochodzić      wiek . piasek morski , kropla deszcz  dzień wieczność któż móc policzyć ? wysokość niebo , szerokość Ziemia , przepaść  mądrość któż potrafić zbadać ?  pierwszy   stworzyć zostać mądrość ,  rozum roztropny   wiek . korzeń mądrość któż zostać objawić ,  dzieło  wszechstronny umiejętność któż poznać ?   mądry ,   lęk przejmować , zasiadać  swój tron .    stworzyć , przejrzeć , policzyć  wylać   wszystek swój dzieło ,  wszystek stworzenie  swój dar ,   ,   miłować , hojnie   wyposażyć .  Bóg królować , pełny majestat  królować , oblec   majestat ,  wdziać potęga    przepasać .  świat utwierdzić ,    zachwieje.Tw ój tron niewzruszony  wiek , istnieć  wiek , Bóg . świadectwo   godny  wiara ;  dom świętość przystać  wszystek dzień ,  Pan .  Jezus  Piotr , Jakub  Jan zstąpić  góra  przyjść  uczeń , ujrzeć wielki tłum wokół   uczony  pismo ,  rozprawiać   . skoro  zobaczyć , zaraz podziw ogarnąć  tłum  przybiegać , witać  .   zapytać : "" ""   rozprawiać   ? "" ""   tłum odpowiedzieć  : "" "" nauczyciel , przyprowadzić     syn ,  mieć duch niemy .  ,   pochwycić , rzucać  ,     pienić , zgrzytać ząb  drętwieć . powiedzieć   uczeń ,   wyrzucić ,   móc "" "" . odpowiadać  , Jezus rzec : "" ""  plemię niewierny ,  długo mieć    ?  długo mieć  znosić ? przyprowadzić    ! "" ""  przywieść    .  widok Jezus duch zaraz począć miotać chłopiec ,   upaść  ziemia  tarzać   piana  usta . Jezus zapytać ojciec : "" ""   dawny    zdarzać ? "" ""   odrzec : "" ""  dzieciństwo .  często wrzucać    ogień   woda ,   zgubić .    móc , zlitować     pomóc  "" "" . Jezus  odrzec : "" ""  móc ?  możliwy    ,  wierzyć "" "" . zaraz ojciec chłopiec zawołać : "" "" wierzyć , zaradzić  niedowiarstwo ! "" ""  Jezus , widzieć ,  tłum  zbiegać , rozkazać surowo duch nieczysty : "" "" Duch niemy  głuchy , rozkazywać  , wyjść        wchodzić ! "" ""   krzyknąć  wyjść , silnie  miotać . chłopiec  pozostawać  martwy ,    mówić : "" ""  umrzeć "" "" .  Jezus ująć   ręka  podnieść ,   wstać .   przyjść  dom , uczeń pytać   osobność : "" ""    móc   wyrzucić ? "" "" powiedzieć  : "" ""  rodzaj  wyrzucić  modlitwa  post "" "" . "" ",2019-02-25
""" dziecko ,  mieć zamiar służyć  , przygotować swój dusza  doświadczenie ! zachować spokój serce   cierpliwy ,   tracić równowaga  czas utrapienie ! przylgnąć     odstępować , abyś  wywyższyć   dzień ostatni . przyjąć  ,  przyjść   ,   zmienny los poniżenie bądź wytrzymały !   ogień próbować  złoto ,  człowiek miły Bóg –  piec poniżenie .   wierny ,   zająć   , prostować swój droga   zaufać !  bać   , oczekiwać  zmiłowanie ,  zbaczać  droga , abyście  upaść .  bać   , zawierzyć  ,   przepaść  zapłata .  bać   , spodziewać  dobro , wieczny wesele  zmiłowanie ! popatrzeć  dawny pokolenie  zobaczyć :  zaufać  ,  zostać zawstydzony ?   trwać  bojaźń pański ,  zostać opuścić ?   wzywać  ,    wzgardzić ?     litościwy  miłosierny , odpuszczać grzech  wybawiać  czas ucisk . zaufać  ,    działać mieć ufność    czynić  ,  dobry ,   mieszkać  ziemia  żyć bezpiecznie . Raduj    ,   spełnić pragnienie  serca.Pan znać dzień postępować uczciwie ,   dziedzictwo trwać   wiek .  czas klęska  zaznawać wstyd ,  dzień głód zostać nasyceni.Odst ąp  zły  czynić dobro , abyś móc przetrwać  wiek .   sprawiedliwość miłować   opuszczać swój święty . zbawienie sprawiedliwy pochodzić   ,   ucieczka  czas utrapienie .   wspomagać  wyzwalać , wyzwalać  występny  zachowywać ,     ucieczka . Jezus   uczeń przemierzać Galilea ,    chcieć ,     wiedzieć . pouczać  swój uczeń  mówić  : "" "" syn człowieczy  wydać  ręka człowiek .   zabić ,  zabity ,  trzy dzień zmartwychwstanie "" "" .    rozumieć  słowo ,  bać   pytać .  przyjść  Kafarnaum .     dom , zapytać  : "" ""    rozprawialiście  droga ? "" ""   milczeć ,  droga  posprzeczać   siebie   ,     duży .  usiąść , przywołać dwanaście  rzec   : "" ""   chcieć  pierwszy ,   ostatni    sługa wszystek "" "" . potem wziąć dziecko , postawić     objąć  ramię , rzec   : "" ""     dziecko przyjmować  imię  ,  przyjmować ;    przyjmować ,  przyjmować  ,   ,   posłać "" "" . "" ",2019-02-26
""" mądrość wywyższać swój syn  mieć piecza   ,   szukać .   miłować ,  miłować życie ,   ,    rano wstać , napełnić  wesele .   posiąść , odziedziczyć chwała ,    wejść ,   błogosławić .   służyć , oddawać cześć Święty ,  miłować    miłować .   słuchać , sądzić  naród ,      przykładać ,  trwać bezpiecznie .   zaufać ,   odziedziczyć  posiadać    potomek .  początek powieść  trudny droga , bojaźń  strach  przejąć , zadać  ból swój nauka ,  nabrać zaufanie   dusza  wypróbować   swój nakaz . następnie powrócić    droga gładki  rozradować  ,  odkryć  swój tajemnica .  jeśliby zejść  bezdroże , opuścić   wydać  potężny klęska . obfity pokój miłować prawo obfity pokój  miłować  prawo ,     potknąć . przestrzegać  postanowienie  napomnienie ,  wszystek  droga    .   warga rozbrzmiewać hymn ,   nauczać  ustawa .   język opiewać  słowo ,  wszystek  przykazanie  sprawiedliwe.Pragn ę  pomoc ,  ,  prawo    rozkosz .  żyć  dusza    chwalić ,   wspierać  wyrok . apostoł Jan rzec  Jezus : "" "" nauczyciel , widzieć   ,   chodzić   ,    imię wyrzucać zły duch ,  zacząć   zabraniać ,   chodzić   "" "" .  Jezus odrzec : "" "" przestać zabraniać  ,  nikt ,  uczynić cud  imię  ,   móc zaraz źle mówić   .     przeciwko  ,     "" "" . "" ",2019-02-27
"""  polegać  swój bogactwo   mówić : "" ""   wystarczyć "" "" .  dać  uwieść żądza  siła ,  iść  zachcianka swój serce .  mówić : "" "" któż mieć   panować ? "" ""     pewność wymierzyć  sprawiedliwość .  mówić : "" "" zgrzeszyć      stać ? "" ""    cierpliwy .    obawa   przebaczenie , byś mieć dodawać grzech  grzech .  mówić : "" "" Wielki   miłosierdzie , zgładzić mnóstwo  grzech ! "" ""     miłosierdzie ,   gniew ,   grzesznik spaść  zapalczywość .  odwlekać nawrócenie     odkładać  dzień  dzień ; nagle  gniew  przyjść  zginąć  czas odpłata .  polegać  bogactwo niesprawiedliwie nabyć ,     pomóc  dzień klęska . szczęśliwy człowiek ,  ufać  szczęśliwy człowiek ,   iść  rada występny ,  wchodzić  droga grzesznik   zasiadać  grono szyderca ,   prawo pański upodobać siebie  rozmyślać   dzień  noc .    drzewo zasadzić  płynąć woda ,  wydawać owoc  swój czas . liść   więdnąć ,   ,  czynić ,  udane.Co  grzesznik :   plewa ,  wiatr rozmiatać .  droga sprawiedliwy   znany ,  drogi występny zaginąć . Jezus powiedzieć  swój uczeń : "" ""   podać kubek woda  pić ,   należycie  Chrystus , zaprawdę , powiadać  ,  utracić swój nagroda .     stać powód grzech     mały ,  wierzyć ,     kamień młyński uwiązać  szyja  wrzucić   mora .  zatem  ręka    powód grzech , odciąć  ;     ułomny wejść  życie wieczny ,    ręka pójść  piekło  ogień nieugaszony .    noga    powód grzech , odciąć  ;     chromy wejść  życie ,    noga  wrzucić  piekło .   oko    powód grzech , wyłupać  ;     jednooki wejść  królestwo boży ,    oko  wrzucić  piekło ,  robak   ginąć  ogień  gasnąć .   ogień  posolić . dobry  sól ;   sól smak swój utracić , coże  przyprawić ? mieć sól  siebie  zachowywać pokój  siebie "" "" . "" ",2019-02-28
"""  sito  przesiewać , zostawać odpadek , podobnie błąd człowiek   ocena . piec poddawać próba naczynie garncarz ,  sprawdzian człowiek   wypowiedź .   uprawa drzewo świadczyć  owoc ,  mowa  zamysł serce człowiek .  chwalić mąż  wypowiedź ,    próba  człowiek .   śpiewać  ,  Bóg   dziękować  , śpiewać  imię , wysoki , rano głosić  łaskawość ,  wierność  nocami.Sprawiedliwy zakwitnąć  palma , rozrosnąć   cedr  Liban . zasadzić  dom pański rozkwitnąć  dziedziniec  Boga.Nawet   starość wydać owoc ,  pełnić życiodajny sok ,  świadczyć ,    sprawiedliwy ,   opoka   mieć   nieprawość . Jezus opowiedzieć uczeń przypowieść : "" ""  móc niewidomy prowadzić niewidomy ?   wpaść  dół obydwa ? uczeń  przewyższać nauczyciel .   , dopiero  pełnia wykształcony ,    nauczyciel .   widzieć drzazga  oko swój brat ,   dostrzegać belka  własny oko ?  móc mówić swój brat : „ brat , pozwolić ,  usunąć drzazga ,     oko ” ,    belka  swój oko  widzieć ? obłudnik , usunąć najpierw belka  swój oko ,   przejrzeć , ażeby usunąć drzazga  oko brat swój .  mieć drzewo dobry ,   wydawać zły owoc ,   drzewo zły ,   dobry owoc wydawać .  własny owoc  poznawać   drzewo ;  zrywać  figa  cierń ,   krzak jeżyna  zbierać  winogrono . dobry człowiek  dobry skarbiec swój serce wydobywać dobro ,  zły człowiek  zły skarbiec wydobywać zło .   obfitość serce mówić  usta "" "" . "" ",2019-03-03
"""   młode , zanim zacząć  podróżować , szukać  jawnie mądrość  modlitwa .  brama świątynia prosić       koniec szukać   .  powód  kwiat ,  dojrzewać winogrono , serce     rozradować , noga  wstąpić  prosty droga ,  młodość  iść  ślad . nakłonić   trochę ucho  ,    otrzymać   znaleźć   siebie rozległy wiedza . postąpić    ,   ,  dać  mądrość , chcieć oddać cześć . postanowić   wprowadzić   czyn , zapłonąłem gorliwość  dobro   doznać  wstyd . dusza  walczyć      staranność usiłować  zachować prawo . Ręka wyciągać   góra ,  błąd przeciwko  opłakiwać  . skierować     dusza  znaleźć   dzięki czystość .    początek zyskać  rozum ,    opuścić .   dziedzictwo ,  przeznaczenie zachować  , Bóg ,  chronić    , mówić   : „ Tyś    ” .   dziedzictwo  przeznaczenie ,    los zabezpieczać . błogosławić  ,  dać  rozsądek ,  serce napominać   noc .  stawiać siebie   oko ,     prawica ,    zachwieje.Ty ścieżka życie  ukazać , pełnić  radość  wieczny rozkosz   prawica . Jezus powiedzieć  swój uczeń : "" ""   umiłować ojciec ,     umiłować  . wytrwać  miłość  !   zachowywać  przykazanie ,  trwać  miłość  ,    zachować  przykazanie ojciec   trwać   miłość .   powiedzieć  ,  radość       radość   pełny .    przykazanie , abyście  wzajemnie miłować ,     umiłować  . nikt  mieć duży miłość   ,   życie swój oddawać  przyjaciel swój .   przyjaciel  ,  czynić  ,   przykazywać .    nazywać sługa ,  sługa  wiedzieć ,  czynić   ,  nazwać   przyjaciel ,  oznajmić    ,  usłyszeć   ojciec  .  wyście  wybrać ,    wybrać   przeznaczyć     , abyście iść  owoc przynosić   owoc  trwać ,   dać  ojciec ,    prosić  imię  .   przykazywać , abyście  wzajemnie miłować "" "" . "" ",2019-03-04
"""  zachowywać prawo , mnożyć ofiara ,   zważać  przykazanie , składać ofiara biesiadny .  świadczyć dobrodziejstwo ,  przynosić ofiara  przedni mąka ,   dawać jałmużna ,  składać ofiara uwielbienie . odejść  zło  miły  ,  odejść  niesprawiedliwość   ofiara przebłagalny .  pokazywać     próżny ręka ,    czynić   przykazanie . dar ofiarny sprawiedliwy namaszczać ołtarz tłustość ,  przyjemny  zapach unosić   wysoki . ofiara mąż sprawiedliwy  miły ,  pamiątka    pójść  zapomnienie . Chwal Pan hojny dar   umniejszać pierwocina ręka  !   dar twarz rozpogodzić   wesele poświęcić dziesięcina ! dawać wysoki  ,    dawać , hojnie ,  miara swój możliwość ,     ,  odpłacać  siedem raz  oddać  .  starać  przekupić  dar ,    przyjąć ,   pokładać nadzieja  ofiara niesprawiedliwy ,    sędzia ,   mieć wzgląd  osoba .  ,  prawy , ukazać zbawienie "" "" zgromadzić   umiłowany ,   ofiara zawrzeć   przymierze "" "" . niebiosa zwiastować boży sprawiedliwość ,   Bóg  sędzia . "" "" posłuchać ,  lud ,   przemawiać   świadczyć przeciw  , Izrael :   Bóg ,  Bóg .  oskarżać    ofiara ,   całopalenie     "" "" "" "" składać Bóg dziękczynny ofiara , spełnić swój ślub wobec wysoki .  składać dziękczynny ofiara ,  cześć  oddawać ,   ,  postępować uczciwie , ukazać Boży zbawienie "" "" . Piotr powiedzieć  Jezus : "" ""   opuścić    pójść    "" "" . Jezus odpowiedzieć : "" "" zaprawdę , powiadać  : nikt  opuszczać dom , brat , siostra , matka , ojciec , dziecko  pole  powód    powód ewangelia ,   otrzymać stokroć   ,   czas , dom , brat , siostra , matka , dziecko  pole , wśród prześladowanie ,  życie wieczny  czas przyszły .   pierwszy  ostatni ,  ostatni pierwszy "" "" . "" ",2019-03-05
""" Mojżesz powiedzieć  lud : "" "" patrzeć ! kłaść    życie  szczęście , śmierć  nieszczęście .   nakazywać  miłować  , Bóg  ,  chodzić  droga , zachowywać  polecenie , prawo  nakaz , abyś żyć  mnożyć  ,   , Bóg  ,   błogosławić  kraj ,  iść posiąść .   swój serce odwrócić ,  usłuchać , zbłądzić   oddawać pokłon cudzy bóg , służyć  – oświadczać   ,   pewno zginąć , niedługo zabawić  ziemia ,  iść posiąść ,  przejść Jordan . brać  przeciwko   świadek niebo  ziemia , kłaść   życie  śmierć , błogosławieństwo  przekleństwo . wybierać  życie , abyście żyć    potomstwo , miłować  , Bóg swój , słuchać  głos , lgnąć   ;     życie  długi trwać  pobyt  ziemia ,   poprzysięgnąć dać przodek  : Abraham , Izaak  Jakub "" "" . szczęśliwy człowiek ,  ufać  szczęśliwy człowiek ,   iść  rada występny ,  wchodzić  droga grzesznik   zasiadać  grono szyderca ,   prawo pański upodobać siebie  rozmyślać   dzień  noc .    drzewo zasadzić  płynąć woda ,  wydawać owoc  swój czas . liść   więdnąć ,   ,  czynić ,  udane.Co  grzesznik :   plewa ,  wiatr rozmiatać .  droga sprawiedliwy   znany ,  drogi występny zaginąć . Jezus powiedzieć  swój uczeń : "" "" syn człowieczy musieć  wycierpieć :  odrzucić  starszyzna , arcykapłan  uczony  pismo ; zostać zabić ,  trzeci dzień zmartwychwstanie "" "" . potem mówić   : "" ""   chcieć iść   ,   zaprzeć  siebie ,   dzień brać krzyż swój    naśladować .   chcieć zachować swój życie , stracić  ,   stracić swój życie   powód ,   zachować .    korzyść  człowiek ,   świat zyskać ,  siebie zatracić  szkoda ponieść ? "" "" "" ",2019-03-07
""" Mojżesz powiedzieć  lud : "" "" kapłan wziąć koszyk   ręka  położyć   ołtarz  , Bóg  .   wówczas wypowiedzieć  słowo wobec  , Bóg swój : „ ojciec  , tułacz Aramejczyk , zstąpić  Egipt , przybyć   niewielki liczba człowiek    rozrosnąć  naród ogromny , silny  liczny . Egipcjanin źle    obchodzić , gnębić   nałożyć   ciężki robot przymusowy .  wołać    , Bóg ojciec  .  usłyszeć  wołanie , wejrzeć   nędza ,  trud   uciemiężyć . wyprowadzić    Egipt mocny ręka  wyciągnąć ramię wśród wielki groza , znak  cud . przyprowadzić    miejsce  dać   kraj opływać  mleko  miód .   przynieść  pierwocina płód ziemia ,  dać   ,  ” . rozłożyć    , Bóg swój . oddać pokłon  , Bóg swój "" "" .    ,  ,   utrapienie    opieka oddać wysoki   cień wszechmocny mieszek , mówić   : "" ""    ucieczka  twierdzić , Bóg  ,  ufać "" "" .  przystąpić   niedola ,  cios  dosięgnąć  namiot .  rozkazać swój anioł ,   strzec  wszystek  droga .   nosić  ręka , abyś stopa  urazić  kamień .  stąpać  wąż  żmija ,  lew  smok podeptać . "" ""   wybawić ,  przylgnąć   , osłonić  ,  poznać  imię .   wzywać ,    wysłuchać      utrapienie , wyzwolić   sława obdarzyć "" "" . pełny duch święty , powrócić Jezus znad Jordan ,  wieść   Duch  pustynia czterdzieści dzień ,   kusić  diabeł .    dzień  jeść ,    upływ poczuć głód . rzec   diabeł : "" ""   syn boży , powiedzieć  kamień ,  stać  chleb "" "" . odpowiedzieć  Jezus : "" "" napisać  : „   chleb żyć człowiek ” . wówczas powieść  diabeł  góra , pokazać    chwila wszystek królestwo świat  rzec   : "" ""  dać potęga  wspaniałość   ,    poddany  móc  dać ,  zechcieć .   upaść  oddać  pokłon ,    "" "" .  Jezus  odrzec : "" "" napisać  : „  , Bóg swój ,  oddawać pokłon    służyć  ” . zawieść    Jerozolima , postawić  szczyt narożnik świątynia  rzec   : "" ""   syn boży , rzucić  stąd  dół .   napisać : „ Anioł swój dać rozkaz    ,   strzec ,   ręka nosić   , byś przypadek  urazić swój noga  kamień ” .  Jezus  odeprzeć : "" "" powiedzieć : „   wystawiać  próba Pan , Bóg swój ” .  diabeł dopełnić  kusić , odstąpić    czas . "" ",2019-03-10
