txt_pl_lem,title
""" być zakątek na ten ziemia , gdzie powracać każdy chcieć , gdzie królować on oblicze , na on cięty rysa dwa . wzrok mieć smutny , zatroskany , jakby chcieć prosić ty , byś w matczyny on opieka oddać się . Madonna , czarny Madonna , jak dobrze twój dziecko być ! o , pozwolić , czarny Madonna , w ramię twój się skryć ! w on ramię znaleźć spokój i uchronić się od zło , bo dla wszystek swój dziecko on serce czuły mieć . i opieka ty otoczyć , gdy on serce oddać swój , gdy powtórzyć on z radość słowo ten : Madonna , czarny Madonna , jak dobrze twój dziecko być ! o , pozwolić , czarny Madonna , w ramię twój się skryć ! dziś , gdy wokół my niepokój , gdzie się człowiek schronić mieć , gdzie mieć pójść , jak nie do matka , który ukojenie dać ? więc błagać , o Madonna , skierować wzrok na dziecko swój i wysłuchać , jak śpiewać prosić ty : Madonna , czarny Madonna , jak dobrze twój dziecko być ! o , pozwolić , czarny Madonna , w ramię twój się skryć ! "" ","Spocznij na nas, Duchu Pana"
""" być blisko ja , a tęsknie za Duch twój . kochać krok twój i wiedzieć , jak pukać do drzwi . przychodzić jak ciepły wiatr , otwierać się i czuć znów , że : twój miłość jak ciepły deszcz twój miłość jak morze gwiazda za dzień twój miłość sprawiać , że nieskończenie dobry święty Duch ogarniać ja . "" ",Stoisz u naszych drzwi
""" być Król , być Król , król być Bóg podnieść wszyscy nasz serce , podnieść wszyscy nasz dłoń , stawać przed oblicze pan , wielbić on . "" ",Stoję dziś
""" być życie mój , więc każdy ruch robić w ty , Jezus ! ty pozwalać wciąż oddychać ja . być drogi mój , więc każdy krok stawiać w ty , Jezus ! ty pozwalać wciąż oddychać ja . fala twój łaski pan . gdzie nie spojrzeć tam , wciąż widzieć ty . twój miłość ja uwieść . Jezus jakże to możliwy być ? "" ",Swojego Ducha Panie
""" bo jak śmierć potężny być miłość a zazdrość on nieprzejednany jak szeol . żar on to żar ogień płomień pański woda wielki nie zdołać ugasić miłość nie zatopić , nie zatopić on rzeka . "" ",Ta krew
""" Jezus mój Jezus , dziś do ty mówić chcieć ty ja dawać swój duch uwielbiać ty . "" ",Tak jest mało czasu (zabierzesz mnie)
""" Jezus , Tyś być światłość mój dusza , niech ciemność mieć nie przemawiać do ja już . Jezu , Tyś być światłość mój dusza , dać ja moc przyjąć dziś miłość twój . "" ",Tak mnie skrusz
""" Jezus Chrystus mój pan być alleluja . on kochać ja , on kochać ja alleluja . "" ",Tchnij moc
""" Jezus Chrystus to pan pan i cały Ziemia król . jedyny pan , władca naród , jedyny pan i Bóg . w inny imię nie mieć zbawienie , bo Jezus to pan pan , Jezus to pan pan , Jezus to Pan pan . alleluja , alleluja , alleluja . "" ",Tobie chór Aniołów
""" Jezus dawać my zbawienie , Jezus dawać pokój my . on składać dziękczynienie , chwała z serce mój dam . Jezus siła mój , Jezus pieśń mój życie . król wieczny on , niepojęty w moc swój . w on znaleźć być to co szukać być do dzisiaj . sam ja podać dłoń by być zwyciężać każdy dzień . w on rano uzdrowienie , w on śmierć życie dar . on krew to oczyszczenie , on życie chwała my . Jezus siła mój , Jezus pieśń mój życie . król wieczny on , niepojęty w moc swój . w on znaleźć być to co szukać być do dzisiaj . sam ja podać dłoń by być zwyciężać każdy dzień . "" ",Twe światło jest na drodze mej
""" Jezus wysoki imię , nasz Zbawiciel , Książę pokój , Emmanuel , Bóg być z my , odkupiciel , słowo Żywot . święty Bóg , mesjasz prawdziwy , jedyny ojciec syn , umiłowany , zgładzić grzech , Baranek na wiek , król król i pan pan . "" ",Ty jesteś chlebem żywym
""" Jezus , Jezus święty , namaszczony pan , Jezus , Jezus , Jezus żyć wywyższyć pan , Jezus . twój imię jak miód na usta mój , twój Duch być jak woda dusza mój , twój słowo jak lampa u mój stopa , Jezu , ja kochać ty , ja kochać . "" ",Ty jesteś dobry
""" już teraz w ja kwitnąć twój ogroda , już teraz w ja twój królestwo być . "" ",Ty jesteś skałą
""" każdy dzień upewniać ja , pan w miłość wierny być , któż by inny móc jak on , wybaczać co dzień . Bóg wiedzieć jak ranić ty , często słabnąć gubić sens , jednak ty podnosić ja i nadzieja dawać ja . nikt nie odebrać ja to co mieć w ty . pełnić miłość , pełnia radość , pełnić wolność mieć w ty ! królestwo być . "" ",Ty tylko mnie poprowadź
""" każdy spragniony i słaby też niech przyjść do źródło , serce obmyć swój . niech ból i cierpienie zanurzyć pan w swój miłosierdzie , niech głębia wołać w my . pan Jezus przyjść . "" ",Ty wskazałeś drogę do miłości
""" Bóg twój łaska nad my być , twój miłość przychodzić wciąż , działać moc pośród my , przenikać serce gładzić grzech . my chcieć więcej ty więcej łaska twój , pragnąć więcej moc , więcej miłość twój . "" ",Ty światłość dnia
""" kiedy mieć chwila smutny w twój życie Powierza się matka kiedy rozpacz rozdzierać twój serce , ofiarować się on matka który pod krzyż stać matka który się z syn żegnać który uczyć ty być pokora , cierpienie znieść ty pomóc on matka który pod krzyż stać matka który się z syn żegnać który uczyć ty być pokora , cierpienie znieść ty pomóc kiedy ruszyć w daleki wędrówka Powierza się matka gdy na szlak zaskoczyć ty burza , ofiarować się on matka który pod krzyż stać matka który się z syn żegnać który uczyć ty być pokora , cierpienie znieść ty pomóc on matka który pod krzyż stać matka który się z syn żegnać który uczyć ty być pokora , cierpienie znieść ty pomóc jeśli zgubić swój droga do Bóg powierzyć się matka gdy w twój serce znów gość trwoga , ofiarować się on matka który pod krzyż stać matka który się z syn żegnać który uczyć ty być pokora , cierpienie znieść ty pomóc on matka który pod krzyż stać matka który się z syn żegnać który uczyć ty być pokora , cierpienie znieść ty pomóc "" ","Tyś jest Bóg, wywyższamy Cię"
""" kiedy w jasny , spokojny , cichy noc spoglądać na niebo pełny gwiazda , wtedy myśleć , czy życie to mieć sens I wołać do ty , ojciec nasz . o Bóg , o Bóg , pan mój , nie pamiętać , że czas być źle . wiedzieć dobrze , że zawsze być twój i że tylko twój droga kroczyć chcieć . kiedy w życie tak pełny rozczarowanie przez grzech kamień potknąć się , kiedy spokój utonąć w fala knować , każdy drżeć mój dusza szukać ty . o Bóg , o Bóg , pan mój , nie pamiętać , że czas być źle . wiedzieć dobrze , że zawsze być twój i że tylko twój droga kroczyć chcieć . życie człowiek przebiegać kręty droga , hen w góra cel mój wędrówka tkwić , i choć czas siła braknąć mój noga , to ja dojść , dojść , gdy zaufać ty . o Bóg , o Bóg , pan mój , nie pamiętać , że czas być źle . wiedzieć dobrze , że zawsze być twój i że tylko twój droga kroczyć chcieć . "" ",Ubi Caritas (Tam gdzie miłość)
""" kiedyś wino i chleb , teraz ciało i krew . móc wierzyć lub nie , to naprawdę dziać się . ciągle czekać na cud , niespokojny twój duch , a ja przypomnieć , że w cisza i przy blask świeca cud duży dziać się . kiedyś wino i chleb , teraz ciało i krew . móc wierzyć lub nie , to naprawdę dziać się . wypatrywać co dzień , czekać na jakiś znak , a ja przypomnieć , że w cisza i przy blask świeca cud duży dziać się . "" ",Ukaż mi Panie swą twarz
""" kochać , więc nie musieć się bać , zabrać mój strach . Jezus mówić ty , że miłość ten zabierać strach . Jezus droga ! Jezus prawda ! Jezus życie ! kochać , więc nie musieć się kryć , móc siebie być . Jezus mówić ty , że miłość ten zabierać strach . Jezus droga ! Jezus prawda ! Jezus życie ! Jezus dawać ty miłość swój , nie lękać się . Jezus mówić ty , że miłość ten zabierać strach . Jezus droga ! Jezus prawda ! Jezus życie ! "" ",Uwielbiajcie Pana ludzkich serc
""" kto spożywać mój ciało i krew mój pić , trwać w ja , a ja w on , być żyć na wiek . ja być chleb żywy , który zstąpić z niebo , jeśli kto ten chleb spożywać być żyć na wiek . "" ",Uwielbiam Imię Twoje Panie
kto spragniony być niech przyjść do ja i pić . jak rzec pismo : strumień woda żywy popłynąć z on wnętrze . ja pragnąć dać pić z zdrój zbawienie . ,Uwielbiam Twoje Imię
""" Laudato si , o ja Signore . niech ty wysławiać to , co stworzyć być : Słońce na niebo , księżyc wśród noc . gwiazda świecić , wiatr gwałtowny , żywioła wodny , ogień gorący . Laudato si , o ja Signore . I siostra nasz , matka ziemia , ta , co my żywić i wychowywać , słodki owoc , kwiat i zioło , i szczyt górski , morski głębina . Laudato si , o ja Signore . trzeba my chwalić ty , o Bóg , trzeba my śpiewać ty , o Bóg , bo to być sens nasz życie . niech cały życie być piosenka ! "" ",W cieniu Twoich rąk
""" Maryja , śliczny pani , matka Bóg i człowiek na ziemia . Tyś świat królowa , Tyś gwiazda na niebo , ty my wieść przed Jezus wieczny tron . Maryja , Ave Maryja . u Bóg my wybłagać zdrój łaska , by świat dobry być , by w miłość żyć . o Maryja mieć w opieka dziecko swój . Maryja , śliczny pani , świat dziś czuć na swój usta gorzki łza . w serce ból , smutek żal , a w oko wciąż strach , usłyszeć , pani , błaganie , pomóc my . Maryja , Ave Maryja . u Bóg my wybłagać zdrój łaska , by świat dobry być , by w miłość żyć . o Maryja mieć w opieka dziecko swój . "" ",W swe ramiona
""" matka , który my znać , z dziecko twój bądź , na droga my nadzieja świecić , z syn twój z my iść ! z wszystek niewiasta wybrać – przyjść i droga wskazać córka lud boży – do syn twój my prowadzić . służebnica pokorny – pokój świat dać . matka , który my znać , z dziecko twój bądź , na droga my nadzieja świecić , z syn twój z my iść ! królowa ognisko rodzinny – przyjść i droga wskazać dziewica , wzorać prostota – do syn twój my prowadzić . oblubienica cieśla – pokój świat dać . matka , który my znać , z dziecko twój bądź , na droga my nadzieja świecić , z syn twój z my iść ! królowa naród nasz – przyjść i droga wskazać uciśniony nadzieja – do syn twój my prowadzić . światło łaknąć prawda – pokój świat dać . matka , który my znać , z dziecko twój bądź , na droga my nadzieja świecić , z syn twój z my iść ! Pociecha lud biedny – przyjść i droga wskazać pani wszelki radość – do syn twój my prowadzić . matka tkliwy serce – pokój świat dać . matka , który my znać , z dziecko twój bądź , na droga my nadzieja świecić , z syn twój z my iść ! dziewica , matka Chrystus – przyjść i droga wskazać dziewica , matka kościół – do syn twój my prowadzić . dziewica , matka człowiek – pokój świat dać . matka , który my znać , z dziecko twój bądź , na droga my nadzieja świecić , z syn twój z my iść ! matka , przez syn my dana – przyjść i droga wskazać matka , który my słuchać – do syn twój my prowadzić . ty my zawsze rozumieć – pokój świat dać . matka , który my znać , z dziecko twój bądź , na droga my nadzieja świecić , z syn twój z my iść ! dziewica z my iść – przyjść i droga wskazać historia świat promień – do syn twój my prowadzić . pośredniczka dobry – pokój świat dać . matka , który my znać , z dziecko twój bądź , na droga my nadzieja świecić , z syn twój z my iść ! matka człowiek bezdomny – przyjść i droga wskazać matka prześladowany – do syn twój my prowadzić . matka dziecko wzgardzić – pokój świat dać . matka , który my znać , z dziecko twój bądź , na droga my nadzieja świecić , z syn twój z my iść ! matka człowiek cierpieć – przyjść i droga wskazać matka z serce przeszyć – do syn twój my prowadzić . u stopa krzyż stać – pokój świat dać . "" ",W swoim wielkim (Pieśń o nadziei)
""" mój Bóg król być śpiewać ten pieśń teraz zawsze na wiek , amen . alleluja , alleluja , alleluja , amen . "" ",W Tobie jest światło
""" być cichy i piękny jak wiosna , żyć prosto , zwyczajnie jak my . on Bóg na świat my przynieść i na ziemia wśród łza nowy dzień zajaśnieć . matka , który wszystko rozumieć , serce ogarniać każdy z my . matka zobaczyć dobro w my umieć , on być z my w każdy czas . dzisiaj świat potrzeba dobroć , by niepokój zwyciężyć i zło . trzeba ciepło , co życie ozłocić , trzeba Bóg , więc człowiek , nieść on , tak jak on . matka , który wszystko rozumieć , serce ogarniać każdy z my . matka zobaczyć dobro w my umieć , on być z my w każdy czas . "" ",Wejdźmy do Jego bram
""" miłość twój od wysoki góra wysoki być , Wielki być wierność twój , do niebo sięgać wzwyż . miłość twój głęboki niż ocean bez dno , Wielki być wierność twój , gdy do ja zniżać się . "" ",Wielbi Dusza moja Pana (Magnificat)
""" mój Jezus , mój zbawca , któż być tak wielki jak ty ? przez wszystek dzień wysławiać chciéć wspaniały dzieło twój ręka . mój pan , obrońca , źródło mój natchnienie i siła , niech cały świat , wszystko co być zawsze wielbić imię twój . krzyczeć na cześć Pan , rozradować się w on , ogłaszać wszędzie , że on pan być . Góry ustąpić na dźwięk on słowo gdy przemówić stwórca ziem . patrzeć z podziw na dzieło twój ręka , zawsze chcieć kochać ty przy ty być ! cóż móc równać się z to , co u ty mieć ? "" ",Wielbić Pana chcę
""" mój pan moc mój być , pieśń i zbawienie , on Bóg mój dla ty otwierać serce swój mój pan Król być i być , na zawsze i na wiek , amen . "" ",Wiele jest serc
""" mój Zbawiciel , on bardzo kochać ja . ja , nie wiedzieć czemu miłość darzyć ja . on ja nowy życie dzisiaj , ofiarować chcieć być , być mieszkać razem z pan mój ! "" ",Wierzę w Ciebie Panie
""" mówić do ja , pan , chcieć słyszeć ty . przyjąć od ty , co mieć dla ja . nie chcieć się chować , lecz w ty skryć . w cień twój pan chcieć iść . święty , potężny być Pan nasz . przed ty dziś móc stać dzięki łaska , nie dzięki my sam . "" ",Wszelka chwała
""" nasz Bóg być potężny w moc swój królować nad my dziś z niebo rządzić w moc , miłość , mądrość swój "" ",Wszyscy ludzie (Nadejdzie dzień)
""" Woda zamienić być w wino . ślepy przy ty znów widzieć , któż być jak ty ? tylko ty . blask rozświetlać ciemność . człowiek powstawać z marność , któż być jak ty ? tylko ty . nasz Bóg być wielki , nasz Bóg być silny Boży nikt inny nie równać się z ty . nasz Bóg uzdrawiać , być wszechmogący . nasz Bóg , nasz Bóg . blask rozświetlać ciemność . człowiek powstawać z marność , któż być jak ty ? tylko ty . jeśli nasz Bóg być przy my już nic my nie zatrzymać ! nasz Bóg być wielki , nasz Bóg być silny Boży nikt inny nie równać się z ty . nasz Bóg uzdrawiać , być wszechmogący . nasz Bóg , nasz Bóg . jeśli nasz Bóg być z my , któż być przeciwko my ? któż być przeciwko my ? nasz Bóg być wielki , nasz Bóg być silny Boży nikt inny nie równać się z ty . nasz Bóg uzdrawiać , być wszechmogący . nasz Bóg , nasz Bóg . "" ",Wszystkie narody klaskajcie
nic nie musieć mówić nic odpocząć w ja Czuj się bezpiecznie pozwolić kochać się miłość pragnąć ty . ,Wszystko mogę w Tym
""" zostać tu i z ja się modlić razem czuwać x 2 nie bać się , nie lękać się Bóg sam wystarczyć x 2 "" ",Wykrzykujcie Bogu
nie bać się wypłynąć na głębia być przy ty Chrystus . ,Wykrzykujcie na cześć Pana
""" Bóg nasz pan być dobry cały czas . więc uwielbić on , więc uwielbić on . "" ","Wzywam Cię, Duchu przyjdź"
""" nie mieć za trudny sprawa , nie mieć zbyt błahy też dla ty pan , ty przecież wszystko wiedzieć . każdy potrzeba znać , słyszeć mój śmiech i płacz , dla ty pan , to przecież ważny być . ja wiedzieć , że wszystko być możliwy , że nie mieć rzecz bez znaczenie , dlatego modlić się do ty , dobry pan . i wiedzieć że zanim powiedzieć słowo , ty Bóg znać już cały zdanie . uwielbiać ty , twój wola niech się stać ! "" ",Zaprowadź mnie tam
""" nie zabraknąć ja nigdy chleb nie zabraknąć ja nigdy woda , bo ty pan być chleb z niebo , Jezus być źródło mój . "" ",Zaufaj Panu już dziś
""" niech oblicze twój , pan mój , zajaśnieć nad sługa twój . niech przenikać ja on blask . "" ",Zbawca
niech twój święty Duch dziś przenikać ja i niech zawsze już gość w dusza mój . i niech spłynąć deszcz błogosławieństwo twój ojciec obmyć ja Duch święty przyjść Duch święty przyjść działać z moc w my Duch święty przyjść przemienić smutek czas i niech spłynąć deszcz błogosławieństwo twój ojciec obmyć ja ,"Ziemia, którą mi dajesz"
""" niechaj ty pani wielbić wszystek twój dzieło i Święty twój niech ty błogosławić , niech mówić o chwała twój królestwo i niech głosić twój potęga . "" ",Zmartwychwstał Pan
""" niechaj miłość twój jak potężny fala spłynąć tu przez łaska twój zdrój , Chrystus dotknąć ja . "" ",Łaskawość Twoja Panie
""" niechaj zstąpić Duch twój i odnowić ziemia , życiodajny spłynąć deszcz na spragniony serce . obmyć ja i uświęcić ja , uwielbienie niech popłynąć pieśń . Chwała jezusowy , który za ja życie dać , Chwała ten , który pierwszy umiłować ja . Jezus , tylko Jezus pan być ! "" ",Łaską jesteśmy zbawieni
""" on być ojciec sierota , opiekun wdowa być dobry Bóg , dom swój dawać wszyscy opuszczony . zsyłać deszcz obfity na to co spragniony wyczerpać być , dobry być dla biedny , w łaska swój nasz Bóg do my uniżyć się . niepojęty łaska on wciąż dosięgać my , gdy podnosić przemieniać serce i uwalniać my . prawda ten . on znać każdy serce , nie odwracać się gdy wzywać on . kochać my pomimo to , że tak niewiele móc on dać . niepojęty łaska on wciąż dosięgać my , gdy podnosić przemieniać serce i uwalniać my . prawda ten . "" ",Święte Imię Jezus
""" z głębokość morze aż po szczyt góra stworzenie objawiać majestat twój . od kolor jesień po wiosenny nów wszystko śpiewać ty pieśń pełny cudowny słowo ogłaszać . niepojęty , niezmierzony , gwiazda stworzyć być na niebo i każdy z on znać , wspaniały Bóg Tyś być . wszechmogący , nieskończony , w zachwyt klękać przed ty , by wyznać to że , wspaniały Bóg Tyś być . kto uwalniać błyskawica moc w czas burza , kto malować kolor poranny zorza , słońce stworzyć na niebo i dać on swój moc orzeźwić przynosić w gwieździsty noc , tylko ty . niepojęty , niezmierzony , gwiazda stworzyć być na niebo i każdy z on znać , wspaniały Bóg Tyś być . wszechmogący , nieskończony , w zachwyt klękać przed ty , by wyznać to że , wspaniały Bóg Tyś być . "" ",Święty Święty... (Otwieram serce swe)
""" o Pan , ty my dawać ciało swój i krew . do ty więc iść wciąż , radosny nucić pieśń : ty być Bóg wierny na wieczny czas . przez dar twój chleb , dobry Bóg nasz rodzina bratni czynić z my , miłować uczyć my . ty być Bóg wierny na wieczny czas . ten twój miłować dać wolność my . chwalić święty imię Bóg , jak uczyć być my . ty być Bóg wierny na wieczny czas . Tyś my wyznaczyć droga wieść na twój szlak iść więc , by radość nieść tam , gdzie on świat brak . ty być Bóg wierny na wieczny czas . "" ",
