txt_pl_lem,date
""" mówić Pan: """"przeklęty mąż,  pokładać Nadzieja  człowiek    ciało upatrywać swój siła,   Pan odwracać swój serce.   podobny  dziki krzew  step,  dostrzegać,  przychodzić szczęście; wybierać miejsce spalić  pustynia, Ziemia słony  bezludny. błogosławiony mąż,  pokładać ufność  ,  Pan   Nadzieja.   podobny  drzewo zasadzić  woda, CO swój korzenie puszczać  strumień;  obawiać ,  nadejść upał,  zachować zielony liść;   rok posucha  doznawać niepokój   przestawać wydawać owoc"""". szczęśliwy człowiek,  ufać  szczęśliwy człowiek,   iść  rada występny,  wchodzić  droga grzesznik   zasiadać  grono szyderca,   prawo pański upodobać siebie  rozmyślać   dzień  noc.   drzewo zasadzić  płynąć woda,  wydawać owoc  swój czas. liście   więdnąć,  , CO czynić,  udany.CO  grzesznik:   plewa,  wiatr rozmiatać.  droga sprawiedliwy   znana,  droga występny zaginąć. Jezus zejść  dwanaście  dół  zatrzymać   równina;   liczny tłum  uczeń  wielki mnóstwo lud   Judea   Jeruzalem   nadmorski okolica tyr  sydonu.  podnieść oko  swój uczeń  mówić: """"błogosławiony , ubogi,    należeć królestwo boży. błogosławiony,   głodować,   nasycić. błogosławiony,   płakać,  śmiać  . błogosławiony ,  człowiek  znienawidzić    wyłączyć spośród siebie,  zelżyć    powód syn człowieczy odrzucić  pogarda  imię  niecny: ciesać   radować  ow dzień,  wielki   nagroda  niebo.    przodek  czynić prorok.  biadać , bogacz,  odebrać  pociecha . biadać ,    syty,  głód cierpieć . biadać ,    śmiać,  smucić   płakać . biadać ,  wszystek człowiek chwalić  .    przodek  czynić fałszywy prorok""""."" ",2019-02-17
"""Adam zbliżyć   swój żona, Ewa.   począć  urodzić Kain,  rzec: """"otrzymać mężczyzna  Pan"""".  potem urodzić  Abel,  brat. Abel  pasterz trzoda,  Kain uprawiać rola.    czas Kain składać   ofiara płody rola,   Abel składać pierwocina  drobny bydło    tłuszcz, Pan wejrzeć  Abel    ofiara;  Kain     ofiara  chcieć patrzeć. smucić  Kain   chodzić  ponury twarz. Pan zapytać Kain: """"  smutny   twarz   ponur? ,  postępować , mieć twarz pogodny;      postępować, grzech leżeć  wrota  czyhać  ,    mieć   panować"""". Kain zwrócić   swój brat, Abel: """"chodzić  pole"""".     pole, Kain rzucić   swój brat, Abel,  zabić .  bóg zapytać Kain: """"  brat , Abel?""""  odpowiedzieć: """" wiedzieć. czyż  stróż brat ?"""" rzec bóg: """" uczynić? krew brat  głośno wołać    Ziemia!    przeklęty   rola,  rozewrzeć swój paszcza,  wchłonąć krew brat , przelać  .  rola   uprawiać,  dać     plon. tułacz  zbieg   Ziemia!"""" Kain rzec  Pan: """"zbyt wielki  kara ,  móc  znieść. skoro   wypędzać   rola  mieć  ukrywać  ,   tułacz  zbieg  Ziemia, ,   spotkać,  móc  zabić!""""  Pan  powiedzieć: """", !   zabić Kain, siedmiokrotny pomsta doświadczyć!"""" dać  Pan znamię Kain,    zabić nikt,   spotkać. Adam raz  zbliżyć   swój żona   urodzić  syn,  dać imię set, """" –  mówić – dać  bóg  potomek  zamian  Abel,  zabić Kain"""". składać bóg dziękczynny ofiara przemówić Pan, bóg  bóg,  wezwać Ziemia  wschód  zachód słońce. """" oskarżać    ofiara,   całopalenie    """"."""" wymieniać  przykazanie   usta mieć  przymierze? , CO nienawidzieć karność,  słowo  odrzucić  siebie?""""""""zasiąść, przemawiać przeciw brat, znieważać syn swój matka.   postępować,   mieć milczeć?  myśleć,   podobny  ? skarcić   postawić    oko"""". faryzeusz zacząć rozprawiać  Jezus,  chcieć wystawić   próba, domagać    znak.   westchnąć  głąb dusza  rzec: """"  plemię domagać  znak? zaprawdę, powiadać :  znak   dać temu plemię"""".  zostawić , wsiąść  powrót  Łódź  odpłynąć  drugi strona."" ",2019-02-18
"""bóg pobłogosławić Noe   syn, mówić  : """" płodny  mnożyć ,  zaludnić Ziemia. wszelki  zwierzę  Ziemia  wszelki ptactwo podniebny niechaj   bać  lękać. , CO  poruszać  Ziemia,  wszystek Ryba morski zostać oddać   władanie. , CO  poruszać  żyć,  przeznaczyć    pokarm,   roślina zielony, dawać  .  wolno   jeść mięso  krew życie. upomnieć    krew  wzgląd   życie – upomnieć      zwierzę. upomnieć    człowiek  życie człowiek    –  życie brat.   przelać krew ludzki,  człowiek mieć  przelać krew ,  człowiek zostać stworzyć  obraz bóg.    płodny  mnożyć ; zaludniać Ziemia  mieć   władza"""". potem bóg  rzec  Noe    syn: """"  zawierać przymierze      potomstwo,    ;  wszelki istota żywy,    :  ptactwo,  zwierzę domowy  polny,    ,  wszystek,  wyjść  arka,  wszelki zwierzę  Ziemia. zawierać   przymierze,      zostać zgładzić woda potop  istota żywy      potop niszczyć Ziemia"""".   bóg dodać: """"   znak przymierze,   zawierać     istota żywy,    ,  wieczny czas: łuk  kłaść  obłok,   znak przymierze    Ziemia"""". bóg  wyżyny niebo spoglądać  Ziemia poganin   bać imienie Pan,   chwała wszystek Król Ziemia,  Pan odbudować Syjon  ukazać   swój majestat.Pan przychylić   modlitwa opuszczony   odrzucić  modły. należeć  zapisać  przyszły pokolenie, lud,   narodzić,  wychwalać Pan.spojrzeć Pan  wysokość swój przybytek, popatrzyć  niebo  Ziemia,  usłyszeć jęk uwięzić,  skazać  śmierć uwolnić.syn sługa  bezpiecznie mieszkać ,   potomstwo  trwać   obecność.  imię Pan głosić  Syjona   Jeruzalem  chwała,  zgromadzić  razem naród  królestwo,  służyć . Jezus udać   swój uczeń  wioska  cezareą filipową.  droga pytać uczeń: """"  uważać  człowiek?""""   odpowiedzieć: """" Jan chrzciciel,   Eliasz,      prorok"""".   zapytać: """"     uważać?"""" odpowiedzieć  Piotr: """"  mesjasz"""".  surowo  przykazać,  nikt    mówić.  zacząć  pouczać,  syn człowieczy  musieć wycierpieć,   odrzucić  stary, arcykapłan  uczyć  pismo;  zostać zabić,   trzy dzień zmartwychwstać.  mówić zupełnie otwarcie  słowo.  Piotr wziąć   bok  zacząć  upominać.   obrócić   patrzeć  swój uczeń, zgromić Piotr słowo: """"zejść   oko, szatan,   myśleć  boży,   ludzki""""."" ",2019-02-21
"""Saul wyruszyć  pustynia zif,  wraz   trzy tysiąc doborowy izraelita,  wpaść  trop Dawid  pustynia zif. Dawid wraz  abiszajem zakraść   noc  obóz; Saul  spać  środek obozowisko,   dzida  wbić  Ziemia  głowa. Abner  człowiek leżeć uśpić dokoła . rzec  abiszaj  Dawid: """" bóg oddawać wróg    ręka.  pozwolić,  przybić  dzida  Ziemia,  pchnięcie, drugi   """". Dawid odeprzeć abiszajowi: """" zabijać ! któż  podnieść ręka  pomazaniec pański,   ponieść kara?"""" wziąć  Dawid dzida  bukłak  woda  wezgłowie Saul  pójść siebie. nikt   spostrzec, nikt    wiedzieć, nikt   obudzić.  spać,  Pan zesłać   twardy sen. Dawid oddalić   przeciwległy strona  stanąć  wierzchołek góra  oddal,  dzielić    spory odległość.  Dawid zawołać  Saul: """" dzida królewski,  przyjść   pachołek  wziąć . Pan nagradzać człowiek  sprawiedliwość  wierność: Pan dać    ręka,    podnieść  przeciw pomazaniec pańskie"""". Pan  łaskawy, pełny miłosierdzie błogosławić, dusza , Pan,  , CO   , święty imię . błogosławić, dusza , Pan   zapominać  wszystek  dobrodziejstwo. odpuszczać wszystek  wina  leczyć wszystek choroba.   życie ratować  zguba, obdarzać  łaska  zmiłowanie.miłosierny  Pan  łaskawy, nieskory  gniew   cierpliwy.  postępować     grzech   wina    odpłacać. odległy  wschód  zachód,   odsuwać    wina.  ojciec litować   dziecko,  Pan  litować  ,  cześć  oddawać. Jezus powiedzieć  swój uczeń: """"powiadać ,  słuchać: miłować  nieprzyjaciel;  czynić ,   nienawidzieć; błogosławić ,   przeklinać,  modlić   ,   oczerniać.    uderzyć  policzek, nadstawić   drugi.  zabierać  płaszcz,  bronić   szata. dawać ,   prosić,   dopominać  zwrot  ,  brać .  chcieć,  człowiek  czynić, podobnie   czynić.   miłować  ,   miłować,    należeć   wdzięczność?   grzesznik okazować miłość ,   miłować.    czynić  ,    czynić,    należeć   wdzięczność?  grzesznik   czynić.  pożyczka udzielać ,   spodziewać  zwrot,    należeć   wdzięczność?  grzesznik pożyczać grzesznik,  tyleż samo otrzymać.   miłować  nieprzyjaciel, czynić   pożyczać,      spodziewać.   nagroda  wielki   syn najwyższy;    dobry  niewdzięczny  zły.  miłosierny,  ojciec   miłosierny.  sądzić,    sądzić;  potępiać,    potępiony; odpuszczać,    odpuścić. dawać,    dana; miara dobry, ubić, utrząść  wypełnić  brzeg wsypać  zanadrze . odmierzyć    miara,   mierzyć""""."" ",2019-02-24
""" mądrość  Pan pochodzić      wiek. piasek morski, kropla deszcz  dzień wieczność któż móc policzyć? wysokość niebo, szerokość Ziemia, przepaść  mądrość któż potrafić zbadać?  pierwszy   stworzyć zostać mądrość,  rozum roztropny   wiek. korzeń mądrość któż zostać objawić,  dzieło  wszechstronny umiejętność któż poznać?   mądry, CO  lęk przejmować, zasiadający  swój tron.  Pan  stworzyć, przejrzeć, policzyć  wylać   wszystek swój dzieło,  wszystek stworzenie  swój dar,  ,   miłować, hojnie   wyposażyć. Pan bóg królować, pełny majestat Pan królować, oblec   majestat, Pan wdziać potęga    przepasać.  Świat utwierdzić,    zachwiać. tron niewzruszony  wiek, istnieć  wiek, bóg. świadectwo   godny  wiara;  dom świętość przystać  wszystek dzień,  Pan.  Jezus  Piotr, Jakub  Jan zstąpić  góra  przyjść  uczeń, ujrzeć wielki tłum wokół   uczony  pismo,  rozprawiać  . skoro  zobaczyć, zaraz podziw ogarnąć  tłum  przybiegać, witać .   zapytać: """"  rozprawiać  ?""""   tłum odpowiedzieć : """"nauczyciel, przyprowadzić    syn,  mieć duch niemy. ,   pochwycić, rzucać ,     pienia, zgrzytać ząb  drętwieć. powiedzieć  uczeń,   wyrzucić,   móc"""". odpowiadać , Jezus rzec: """" plemię niewierny,  długo mieć   ?  długo mieć  znosić? przyprowadzić   !""""  przywieść   .  widok Jezus duch zaraz począć miotać chłopiec,   upaść  Ziemia  tarzać   piać  usta. Jezus zapytać ojciec: """"  dawny    zdarzać?""""   odrzec: """" dzieciństwo.  często wrzucać    ogień   woda,   zgubić.    móc, zlitować     pomóc """". Jezus  odrzec: """" móc?  możliwy   ,  wierzyć"""". zaraz ojciec chłopiec zawołać: """"wierzyć, zaradzić  niedowiarstwo!""""  Jezus, widzieć,  tłum  zbieg, rozkazać surowo duch nieczysty: """"duch niemy  głuchy, rozkazować , wyjść        wchodzić!""""   krzyknąć  wyjść, silnie  miotać. chłopiec  pozostawać  martwy,    mówić: """" umrzeć"""".  Jezus ująć   ręka  podnieść,   wstać.   przyjść  dom, uczeń pytać   osobność: """"   móc  wyrzucić?"""" powiedzieć : """" rodzaj  wyrzucić  modlitwa  post""""."" ",2019-02-25
"""dziecko,  mieć zamiar służyć , przygotować swój dusza  doświadczenie! zachować spokój serce   cierpliwy,   tracić równowaga  czas utrapienie! przylgnąć     odstępować,   wywyższyć   dzień ostatni. przyjąć , CO przyjść  ,   zmienny los poniżenie  wytrzymać!   ogień próbować  złoto,  człowiek miły bóg –  piec poniżenie.   wierny,   zająć  , prostować swój droga   zaufać!  bać  Pan, oczekiwać  zmiłowanie,  zbaczać  droga,   upaść.  bać  Pan, zawierzyć ,   przepaść  zapłata.  bać  Pan, spodziewać  dobra, wieczny wesele  zmiłowanie! popatrzeć  dawny pokolenie  zobaczyć:  zaufać ,  zostać zawstydzić?   trwać  bojaźń pański,  zostać opuścić?   wzywać ,    wzgardzić?   Pan  litościwy  miłosierny, odpuszczać grzech  wybawiać  czas ucisk. zaufać ,    działać mieć ufność    czynić , CO dobry,   mieszkać  Ziemia  żyć bezpiecznie. radować   ,   spełnić pragnienie  serce.Pan znać dzień postępować uczciwie,   dziedzictwo trwać   wiek.  czas klęska  zaznawać wstyd,  dzień głód zostać nasycić.odstąpić  zły  czynić dobro,  móc przetrwać  wiek.  Pan sprawiedliwość miłować   opuszczać swój święty.zbawić sprawiedliwy pochodzić  Pan,   ucieczka  czas utrapienie. Pan  wspomagać  wyzwalać, wyzwalać  występny  zachowywać,     ucieczka. Jezus   uczeń przemierzać Galilea,    chcieć,     wiedzieć. pouczać  swój uczeń  mówić : """"syn człowieczy  wydać  ręka człowiek.   zabić,  zabić,  trzy dzień zmartwychwstać"""".    rozumieć  słowo,  bać   pytać.  przyjść  Kafarnaum.     dom, zapytać : """"   rozprawiać  droga?""""   milczeć,  droga  posprzeczać   siebie  ,     duży.  usiąść, przywołać dwanaście  rzec  : """"  chcieć  pierwszy,   ostatni  wszystek  sługa """". potem wziąć dziecko, postawić     objąć  ramię, rzec  : """"    dziecko przyjmować  imię ,  przyjmować;    przyjmować,  przyjmować ,  ,   posłać""""."" ",2019-02-26
"""mądrość wywyższać swój syn  mieć piecza  ,   szukać.   miłować,  miłować życie,  ,    rano wstać, napełnić  wesele.   posiąść, odziedziczyć chwała,    wejść,  Pan błogosławić.   służyć, oddawać cześć święty,  miłować  Pan  miłować.   słuchać, sądzić  naród,      przykładać,  trwać bezpiecznie.   zaufać,   odziedziczyć  posiadać    potomek.  początek powieść  trudny droga, bojaźń  strach  przejąć, zadać  ból swój nauka,  nabrać zaufanie   dusza  wypróbować   swój nakaz. następnie powrócić    droga gładki  rozradować ,  odkryć  swój tajemnica.  jeśliby zejść  bezdroże, opuścić   wydać  potężny klęska. obfity pokój miłować prawo obfity pokój  miłować  prawo,     potknąć. przestrzegać  postanowienie  napomnienie,  wszystek  droga   .  warga rozbrzmiewać hymn,   nauczać  ustawa.   język opiewać  słowo,  wszystek  przykazanie  sprawiedliwy.pragnąć  pomoc, Pan,  prawo    rozkosz.  żyć  dusza    chwalić,   wspierać  wyrok. apostoł Jan rzec  Jezus: """"nauczyciel, widzieć ,   chodzić  ,    imię wyrzucać zły duch,  zacząć  zabraniać,   chodzić  """".  Jezus odrzec: """"przestać zabraniać ,  nikt,  uczynić cud  imię ,   móc zaraz źle mówić  .     przeciwko ,    """"."" ",2019-02-27
""" polegać  swój bogactwo   mówić: """"  wystarczyć"""".  dać  uwieść żądza  sil,  iść  zachcianka swój serce.  mówić: """"któż mieć   panować?""""  Pan   pewność wymierzyć  sprawiedliwość.  mówić: """"zgrzeszyć     stać?""""  Pan  cierpliwy.    obawa CO  przebaczyć,  mieć dodawać grzech  grzech.  mówić: """"wielki   miłosierdzie, zgładzić mnóstwo  grzech!""""     miłosierdzie,   gniew,   grzesznik spaść  zapalczywość.  odwlekać nawrócenie  Pan   odkładać  dzień  dzień; nagle  gniew  przyjść  zginąć  czas odpłata.  polegać  bogactwo niesprawiedliwie nabyć,     pomóc  dzień klęska. szczęśliwy człowiek,  ufać  szczęśliwy człowiek,   iść  rada występny,  wchodzić  droga grzesznik   zasiadać  grono szyderca,   prawo pański upodobać siebie  rozmyślać   dzień  noc.   drzewo zasadzić  płynąć woda,  wydawać owoc  swój czas. liście   więdnąć,  , CO czynić,  udany.CO  grzesznik:   plewa,  wiatr rozmiatać.  droga sprawiedliwy   znana,  droga występny zaginąć. Jezus powiedzieć  swój uczeń: """"  podać kubek woda  pić,   należycie  Chrystus, zaprawdę, powiadać ,  utracić swój nagroda.     stać powód grzech     mały,  wierzyć, temu   kamień młyński uwiązać  szyja  wrzucić   morze.  zatem  ręka    powód grzech, odciąć ;     ułomny wejść  życie wieczny,    ręka pójść  piekło  ogień nieugaszony.    noga    powód grzech, odciąć ;     chromy wejść  życie,    noga  wrzucić  piekło.   oko    powód grzech, wyłupać ;     jednooki wejść  królestwo boży,    oko  wrzucić  piekło,  robak   ginąć  ogień  gasnąć.   ogień  posolić. dobry  sól;   sól smak swój utracić, coże  przyprawić? mieć sól  siebie  zachowywać pokój  siebie""""."" ",2019-02-28
""" sit  przesiewać, zostawać odpadek, podobnie błąd człowiek   ocena. piec poddawać próba naczynie garncarz,  sprawdzian człowiek   wypowiedź.   uprawa drzewo świadczyć  owoc,  mowa  zamysł serce człowiek.  chwalić mąż  wypowiedź,    próba  człowiek.   śpiewać , Pan bóg   dziękować , śpiewać  imienie, wysoki, rano głosić  łaskawość,  wierność  noc.sprawiedliwy zakwitnąć  palma, rozrosnąć   cedr  Liban. zasadzić  dom pański rozkwitnąć  dziedziniec  bóg.   starość wydać owoc,  pełnia życiodajny sok,  świadczyć,  Pan  sprawiedliwy,   opoka   mieć   nieprawość. Jezus opowiedzieć uczeń przypowieść: """" móc niewidomy prowadzić niewidomy?   wpaść  dół obydwa? uczenie  przewyższać nauczyciel.  , dopiero  pełnia wykształcony,    nauczyciel.   widzieć drzazga  oko swój brat,   dostrzegać belka  własny oko?  móc mówić swój brat: „brat, pozwolić,  usunąć drzazga,     oko”,    Belka  swój oko  widzieć? obłudnik, usunąć najpierw Belka  swój oko,   przejrzeć, ażeby usunąć drzazga  oko brat swój.  mieć drzewo dobry,   wydawać zły owoc,   drzewo zły,   dobry owoc wydawać.  własny owoc  poznawać   drzewo;  zrywać  figa  cierń,   krzak jeżyna  zbierać  winogrono. dobry człowiek  dobry skarbiec swój serce wydobywać dobro,  zły człowiek  zły skarbiec wydobywać zło.   obfitość serce mówić  usta""""."" ",2019-03-03
"""  młody, zanim zacząć podróżować, szukać jawnie mądrość  modlitwa.  bram świątynia prosić      koniec szukać  .  powód  kwiat,  dojrzewać winogrono, serce     rozradować, noga  wstąpić  prosty droga,  młodość  iść  ślad. nakłonić  trochę ucho ,    otrzymać  znaleźć  siebie rozległy wiedza. postąpić  ,  ,  dać  mądrość, chcieć oddać cześć. postanowić  wprowadzić   czyn, zapłonąć gorliwość  dobro   doznać wstyd. dusza  walczyć      staranność usiłować zachować prawo. ręka wyciągać  góra,  błąd przeciwko  opłakiwać. skierować    dusza  znaleźć  dzięki czystość.    początek zyskać rozum,    opuścić. Pan  dziedzictwo,  przeznaczenie zachować , bóg,  chronić   , mówić  Pan: „tyś  Pan ”. Pan  dziedzictwo  przeznaczenie,    los zabezpieczać.błogosławić Pan,  dać  rozsądek,  serce napominać   noc.  stawiać siebie Pan  oko,     prawica,    zachwiać. ścieżka życie  ukazać, pełnić  radość  wieczny rozkosz   prawica. Jezus powiedzieć  swój uczeń:""""   umiłować ojciec,     umiłować. wytrwać  miłość !   zachowywać  przykazanie,  trwać  miłość ,    zachować przykazanie ojciec   trwać   miłość.   powiedzieć,  radość       radość   pełny.    przykazanie,   wzajemnie miłować,     umiłować. nikt  mieć duży miłość  ,   życie swój oddawać  przyjaciel swój.   przyjaciel ,  czynić , CO  przykazywać.   nazywać sługa,  sługa  wiedzieć, CO czynić Pan ,  nazwać  przyjaciel,  oznajmić  , CO usłyszeć  ojciec .  wyście  wybrać,    wybrać  przeznaczyć   ,  iść  owoc przynosić   owoc  trwać,   dać  ojciec,    prosić  imię .   przykazywać,   wzajemnie miłować""""."" ",2019-03-04
""" zachowywać prawo, mnożyć ofiara,   zważać  przykazanie, składać ofiara biesiadny.  świadczyć dobrodziejstwo,  przynosić ofiara  przedni mąka,   dawać jałmużna,  składać ofiara uwielbienie. odejście  zło  miły ,  odejść  niesprawiedliwość   ofiara przebłagalny.  pokazować   Pan  próżny ręka,    czynić   przykazanie. dar ofiarny sprawiedliwy namaszczać ołtarz tłustość,  przyjemny  zapach unosić   najwyższy. ofiara mąż sprawiedliwy  miły,  pamiątka    pójść  zapomnienie. chwalić Pan hojny dar   umniejszać pierwocina ręka !   dar twarz rozpogodzić   wesele poświęcić dziesięcina! dawać najwyższy ,    dawać, hojnie,  miara swój możliwość,  Pan  ,  odpłacać  siedem raz  oddać .  starać  przekupić  dar,    przyjąć,   pokładać Nadzieja  ofiara niesprawiedliwy,  Pan  sędzia,   mieć wzgląd  osoba. ,  prawy, ukazać zbawienie """"zgromadzić   umiłowany,   ofiara zawrzeć   przymierze"""". niebiosa zwiastować boży sprawiedliwość,   bóg  sędzia.""""posłuchać,  lud,   przemawiać   świadczyć przeciw , Izrael:   bóg,  bóg.  oskarżać    ofiara,   całopalenie    """"""""składać bóg dziękczynny ofiara, spełnić swój ślub wobec najwyższy.  składać dziękczynny ofiara,  cześć  oddawać,  ,  postępować uczciwie, ukazać boży zbawienie"""". Piotr powiedzieć  Jezus: """"  opuścić   pójść  """". Jezus odpowiedzieć: """"zaprawdę, powiadać : nikt  opuszczać dom, brat, siostra, matka, ojciec, dziecko  pole  powód    powód Ewangelia,   otrzymać stokroć  ,   czas, dom, brat, siostra, matka, dziecko  pole, wśród prześladowanie,  życie wieczny  czas przyszły.   pierwszy  ostatni,  ostatni pierwszy""""."" ",2019-03-05
"""Mojżesz powiedzieć  lud: """"patrzeć! kłaść    życie  szczęście, śmierć  nieszczęście.   nakazywać  miłować Pan, bóg ,  chodzić  droga, zachowywać  polecenie, prawo  nakaz,  żyć  mnożyć ,  Pan, bóg ,   błogosławić  kraj,  iść posiąść.   swój serce odwrócić,  usłuchać, zbłądzić   oddawać pokłon cudzy bóg, służyć  – oświadczać  ,   pewno zginąć, niedługo zabawić  Ziemia,  iść posiąść,  przejść Jordan. brać  przeciwko   świadek niebo  Ziemia, kłaść   życie  śmierć, błogosławieństwo  przekleństwo. wybierać  życie,  żyć    potomstwo, miłować Pan, bóg swój, słuchać  głos, lgnąć  ;     życie  długi trwanie  pobyt  Ziemia,  Pan poprzysiąc dać przodek : Abraham, Izaak  Jakub"""". szczęśliwy człowiek,  ufać  szczęśliwy człowiek,   iść  rada występny,  wchodzić  droga grzesznik   zasiadać  grono szyderca,   prawo pański upodobać siebie  rozmyślać   dzień  noc.   drzewo zasadzić  płynąć woda,  wydawać owoc  swój czas. liście   więdnąć,  , CO czynić,  udany.CO  grzesznik:   plewa,  wiatr rozmiatać.  droga sprawiedliwy   znana,  droga występny zaginąć. Jezus powiedzieć  swój uczeń: """"syn człowieczy musieć  wycierpieć:  odrzucić  starszyzna, arcykapłan  uczyć  pismo; zostać zabić,  trzeci dzień Zmartwychwstanie"""". potem mówić  : """"  chcieć iść  ,   zaprzeć  siebie,  CO dzień brać krzyż swój    naśladować.   chcieć zachować swój życie, stracić ,   stracić swój życie   powód,   zachować.    korzyść  człowiek,   Świat zyskać,  siebie zatracić  szkoda ponieść?"""""" ",2019-03-07
"""Mojżesz powiedzieć  lud: """"kapłan wziąć koszyk   ręka  położyć   ołtarz Pan, bóg .   wówczas wypowiedzieć  słowo wobec Pan, bóg swój: „ojciec , tułacz aramejczyk, zstąpić  Egipt, przybyć   niewielki liczba człowiek    rozrosnąć  naród ogromny, silny  liczny. Egipcjanin źle    obchodzić, gnębić   nałożyć   ciężki robota przymusowy.  wołać  Pan, bóg ojciec . Pan usłyszeć  wołanie, wejrzeć   nędza,  trud   uciemiężyć. wyprowadzić  Pan  Egipt mocny ręka  wyciągnąć ramię wśród wielki groza, znak  cud. przyprowadzić    miejsce  dać   kraj opływać  mleko  miód.   przynieść pierwocina płód Ziemia,  dać , Pan”. rozłożyć   Pan, bóg swój. oddać pokłon , bóg swój"""".   , Pan,   utrapienie    opieka oddać najwyższy   cień wszechmocny mieszkać, mówić  Pan: """"   ucieczka  twierdzić, bóg ,  ufać"""". przystąpić   niedola,  cios  dosięgnąć  namiot.  rozkazać swój anioł,   strzec  wszystek  droga.  nosić  ręka,  stopa  urazić  kamień.  stąpać  wąż  żmija,  Lew  smok podeptać.""""  wybawić,  przylgnąć  , osłonić ,  poznać  imię.   wzywać,    wysłuchać      utrapienie, wyzwolić   Sława obdarzyć"""". pełny duch święty, powrócić Jezus znad Jordan,  wieść   duch  pustynia czterdzieści dzień,   kusić  diabeł.   ow dzień  jeść,    upływ poczuć głód. rzec   diabeł: """"  syn boży, powiedzieć  kamień,  stać  chleb"""". odpowiedzieć  Jezus: """"napisać : „  chleb żyć człowiek”. wówczas powieść  diabeł  góra, pokazać    chwila wszystek królestwo świat  rzec  : """" dać potęga  wspaniałość  ,    poddany  móc  dać,  zechcieć.   upaść  oddać  pokłon,   """".  Jezus  odrzec: """"napisać : „, bóg swój,  oddawać pokłon    służyć ”. zawieść    Jerozolima, postawić  szczyt narożnik świątynia  rzec  : """"  syn boży, rzucić  stąd  dół.   napisać: „anioł swój dać rozkaz CO  ,   strzec,   ręka nosić  ,  przypadek  urazić swój noga  kamień”.  Jezus  odeprzeć: """"powiedzieć: „  wystawiać  próba Pan, bóg swój”.  diabeł dopełnić  kusić, odstąpić    czas."" ",2019-03-10
"""Pan powiedzieć  Mojżesz: """"przemowa   społeczność izraelita  powiedzieć :  święty,    święty, Pan, bóg !   kraść,   kłamać,   oszukiwać  drugi.   przysięgać fałszywie   imię.   zbezcześcić imienie bóg .   Pan!   uciskać bliźni,    wyzyskiwać. zapłata najemnik   pozostawać   dom  noc   poranek.   złorzeczyć głuchy.   kładnąć przeszkoda  niewidomy,    bać bóg .   Pan!   wydawać niesprawiedliwy wyrok.   stronniczy  korzyść ubogi,    mieć wzgląd  bogaty. sprawiedliwie  sądzić bliźni.   szerzyć oszczerstwo  krewny,   czyhać  życie bliźni.   Pan!   żywić  serce nienawiść  brat.  upominać bliźni,   ponieść wina   powód.   szukać pomsta,   żywić uraza  syn  lud,   miłować bliźni  siebie .   Pan!"""" słowo , Pan,  duch  życie prawo pański  doskonały  pokrzepiać dusza, świadectwo Pan  pewien, nierozważny uczyć mądrość.  słuszny nakaz radować serce, jaśnieć przykazanie Pan  olśniewać oko.bojaźń Pan  szczery  trwać  wiek, sąd Pan prawdziwy, wszystek razem słuszny.  znajść uznanie   słowo usta   myśl  serce, Pan,  opoka   zbawiciel. Jezus powiedzieć  swój uczeń: """" syn człowieczy przyjść  swój chwała,    wszystek Anioł,  zasiąść  swój tron pełny chwała.  zgromadzić    wszystek naród,   oddzielić  człowiek  drugi,  pasterz oddzielać owca  Kozłowo. owca postawić  prawy,  kozieł  swój lewy strona.  odezwać  Król    prawy strona: „pójść, błogosławić  ojciec , wziąć  posiadanie królestwo, przygotować    założyć świat!   głodny,  dać  jeść;  spragniony,  dać  pić;  Przybysz,  przyjąć ;  nagi,  przyodziać ;  chory,  odwiedzić ;   więzienie,  przyjść  ”. wówczas zapytać sprawiedliwy: „Pan,  widzieć  głodny  nakarmić ?  spragniony  dać  pić?  widzieć  Przybysz  przyjąć ,  nagi  przyodziać ?  widzieć  chory   więzienie  przyjść  ?”  Król  odpowiedzieć: „zaprawdę, powiadać : , CO uczynić    brat  mały,  uczynić”.  odezwać      lewy strona: „iść precz  , przeklęty,  ogień wieczny, przygotować diabeł   anioł!   głodny,   dać  jeść;  spragniony,   dać  pić;  Przybysz,   przyjąć ;  nagi,   przyodziać ;  chory   więzienie,   odwiedzić ”. wówczas zapytać  : „Pan,  widzieć  głodny  spragniony,  Przybysz,  nagi,  chory   więzienie,   usłużyć ?”  odpowiedzieć : „zaprawdę, powiadać : ,   uczynić    mały,     uczynić”.  pójść   wieczny kara, sprawiedliwy   życie wieczny""""."" ",2019-03-11
