title,pl,en
Kocham więc nie muszę się bać," Kocham, więc nie muszę się bać, zabierz mój strach.  Jezus mówi Ci, że miłość ta  zabiera strach. Jezus drogą! Jezus prawdą! Jezus życiem!   Kocham, więc nie muszę się kryć, mogę sobą być.   Jezus mówi Ci, że miłość ta  zabiera strach. Jezus drogą! Jezus prawdą! Jezus życiem!   Jezus daje Ci miłość swą, nie lękaj się.  Jezus mówi Ci, że miłość ta  zabiera strach. Jezus drogą! Jezus prawdą! Jezus życiem!  ","I love, so I do not have to be afraid, take my fear. Jesus tells you that this love takes fear. Jesus, the way! Jesus is the truth! Jesus is life! I love, so I do not have to hide, I can be myself. Jesus tells you that this love takes fear. Jesus, the way! Jesus is the truth! Jesus is life! Jesus gives you his love, do not be afraid. Jesus tells you that this love takes fear. Jesus, the way! Jesus is the truth! Jesus is life!"
Kto spożywa moje ciało," Kto spożywa moje Ciało i Krew moją pije, trwa we Mnie, a Ja w nim,  będzie żył na wieki.  Ja jestem Chlebem Żywym,  który zstąpił z nieba, jeśli kto ten chleb spożywa  będzie żył na wieki. ","Whoever eats my flesh and drinks my blood abides in me, and I, in him, will live forever. I am the Living Bread, who came down from heaven, if anyone consumes this bread, he will live forever."
Kto spragniony jest,Kto spragniony jest niech przyjdzie do Mnie i pije. Jak rzekło Pismo: Strumienie Wody Żywej  popłyną z Jego wnętrza. Ja pragnącemu dam  pić ze zdrojów zbawienia. ,Who thirsty is let him come to me and drink. As the Scripture said: Streams of Living Water will flow from His interior. I want to drink the desires of salvation from the desires of salvation.
Laudato si," Laudato si, o mi Signore.  Niech Cię wysławia to, co stworzyłeś:  Słońce na niebie, księżyc wśród nocy.  Gwiazdy świecące, wiatry gwałtowne,  Żywioły wodne, ogień gorący.  Laudato si, o mi Signore.  I siostra nasza, matka ziemia, Ta, co nas żywi i wychowuje, Słodkie owoce, kwiaty i zioła, I szczyty górskie, morskie głębiny.  Laudato si, o mi Signore.  Trzeba nam chwalić Ciebie, o Boże, Trzeba nam śpiewać Tobie, o Boże, Bo to jest sensem naszego życia. Niech całe życie będzie piosenką! ","Laudato si, Signore about me. Let it magnify what you have created: the sun in the sky, the moon in the night. Shining stars, violent winds, Water elements, hot fire. Laudato si, Signore about me. And our sister, mother earth, the one who feeds and educates us, sweet fruits, flowers and herbs, and mountain peaks, sea depths. Laudato si, Signore about me. We must praise You, God, We must sing to You, God, It is the meaning of our lives. Let your whole life be a song!"
Maryjo śliczna Pani," Maryjo, Śliczna Pani, Matko Boga i ludzi na ziemi. Tyś świata Królową, Tyś gwiazdą na niebie,  Ty nas wiedziesz przed Jezusa wieczny tron.   Maryja, Ave Maryja. U Boga nam wybłagaj zdroje łask,  by świat lepszym był, by w miłości żył.  O Maryjo miej w opiece dzieci swe.  Maryjo, Śliczna Pani, świat dziś czuje na swych ustach gorzkie łzy. W sercu ból, smutek żal,  a w oczach wciąż strach, usłysz, Pani, błaganie, pomóż nam.  Maryja, Ave Maryja. U Boga nam wybłagaj zdroje łask,  by świat lepszym był, by w miłości żył.  O Maryjo miej w opiece dzieci swe. ","Mary, lovely Lady, Mother of God and people on earth. You are the Queen of the world, You are the star in the sky, You lead us to Jesus, the eternal throne. Mary, Ave Mary. With God, we beg the springs of favors so that the world would be better to live in love. O Mary, take care of your children. Mary, the lovely Lady, today the world feels bitter tears on her lips. In the heart of pain, sorrow for sorrow, and in your eyes still fear, hear, Lady, begging, help us. Mary, Ave Mary. With God, we beg the springs of favors so that the world would be better to live in love. O Mary, take care of your children."
Matko która nas znasz," Matko, która nas znasz, Z dziećmi Twymi bądź,  Na drogach nam nadzieją świeć,  Z Synem Twym z nami idź!   Z wszystkich niewiast wybrana –  przyjdź i drogę wskaż Córko ludu Bożego –  do Syna Twego nas prowadź. Służebnico pokorna –  pokój światu daj.   Matko, która nas znasz, Z dziećmi Twymi bądź,  Na drogach nam nadzieją świeć,  Z Synem Twym z nami idź!   Królowo ognisk rodzinnych –  przyjdź i drogę wskaż Dziewico, wzorze prostoty – do Syna Twego nas prowadź. Oblubienico cieśli –  pokój światu daj.   Matko, która nas znasz, Z dziećmi Twymi bądź,  Na drogach nam nadzieją świeć,  Z Synem Twym z nami idź!   Królowo narodu naszego –  przyjdź i drogę wskaż Uciśnionych nadziejo –  do Syna Twego nas prowadź. Światło łaknących prawdy –  pokój światu daj.   Matko, która nas znasz, Z dziećmi Twymi bądź,  Na drogach nam nadzieją świeć,  Z Synem Twym z nami idź!   Pociecho ludu biednego –  przyjdź i drogę wskaż Pani wszelkiej radości –  do Syna Twego nas prowadź. Matko tkliwego serca –  pokój światu daj.   Matko, która nas znasz, Z dziećmi Twymi bądź,  Na drogach nam nadzieją świeć,  Z Synem Twym z nami idź!   Dziewico, Matko Chrystusa –  przyjdź i drogę wskaż Dziewico, Matko Kościoła –  do Syna Twego nas prowadź. Dziewico, Matko ludzi –  pokój światu daj.   Matko, która nas znasz, Z dziećmi Twymi bądź,  Na drogach nam nadzieją świeć,  Z Synem Twym z nami idź!   Matko, przez Syna nam dana –  przyjdź i drogę wskaż Matko, która nas słuchasz –  do Syna Twego nas prowadź. Ty nas zawsze rozumiesz –  pokój światu daj.   Matko, która nas znasz, Z dziećmi Twymi bądź,  Na drogach nam nadzieją świeć,  Z Synem Twym z nami idź!   Dziewico z nami idąca –  przyjdź i drogę wskaż Historii świata promieniu –  do Syna Twego nas prowadź. Pośredniczko najlepsza –  pokój światu daj .   Matko, która nas znasz, Z dziećmi Twymi bądź,  Na drogach nam nadzieją świeć,  Z Synem Twym z nami idź!   Matko ludzi bezdomnych –  przyjdź i drogę wskaż Matko prześladowanych –  do Syna Twego nas prowadź. Matko dzieci wzgardzonych –  pokój światu daj.   Matko, która nas znasz, Z dziećmi Twymi bądź,  Na drogach nam nadzieją świeć,  Z Synem Twym z nami idź!   Matko ludzi cierpiących –  przyjdź i drogę wskaż Matko z sercem przeszytym –  do Syna Twego nas prowadź. U stóp krzyża stojąca –  pokój światu daj.  ","Mother, who know us, With your children, let us shine on our paths, With Your Son, go with us! Out of all women chosen - come and follow the path of the daughter of God's people - lead us to your Son. Servant humble - give peace to the world. Mother, who know us, With your children, let us shine on our paths, With Your Son, go with us! Queen of family foci - come and show the Virgin, the pattern of simplicity - lead us to Your Son. Spouse carpenter - give peace to the world. Mother, who know us, With your children, let us shine on our paths, With Your Son, go with us! Queen of our nation - come and show the oppressed hopes - lead us to your Son. A light of hungry truth - give peace to the world. Mother, who know us, With your children, let us shine on our paths, With Your Son, go with us! The comfort of the poor people - come and show the path of all joy - lead us to your Son. Mother of a tender heart - give peace to the world. Mother, who know us, With your children, let us shine on our paths, With Your Son, go with us! Virgin, Mother of Christ - come and show the Virgin, Mother of the Church, lead us to Your Son. Virgin, Mother of people - give peace to the world. Mother, who know us, With your children, let us shine on our paths, With Your Son, go with us! Mother, through the Son, given to us - come and show me the Mother who is listening to us - lead us to your Son. You always understand us - give peace to the world. Mother, who know us, With your children, let us shine on our paths, With Your Son, go with us! Virgin coming with us - come and take a path to the world's history of the ray - lead us to your Son. Intermediate best - give peace to the world. Mother, who know us, With your children, let us shine on our paths, With Your Son, go with us! Mother of the homeless - come and show the Mother of the persecuted - lead us to Your Son. Mother of the despised children - give peace to the world. Mother, who know us, With your children, let us shine on our paths, With Your Son, go with us! Mother of suffering people - come and show me Mother with a pierced heart - lead us to Your Son. At the foot of the cross, standing - give peace to the world."
"Memu Bogu, Królowi"," Memu Bogu królowi  będę śpiewał tę pieśń  teraz zawsze na wieki, Amen.  Alleluja, alleluja, alleluja, Amen. ","To my God, I will sing the song to the King forever, forever, Amen. Alleluia, alleluia, alleluia, Amen."
Miłość Twa,"Miłość Twa od najwyższych gór wyższa jest, Wielka jest wierność Twa,  do nieba sięga wzwyż. Miłość Twa głębsza niż ocean bez dna,  Wielka jest wierność Twa, gdy do mnie zniżasz się. ","Your love from the highest mountains is higher, Greatness is Your fidelity, He reaches heaven upward. Your love is deeper than the bottomless ocean, Greatness is Your faithfulness when you fall down to me."
"Mój Jezu, mój Zbawco","Mój Jezu, mój Zbawco,  któż jest tak wielki jak Ty? Przez wszystkie dni wysławiać chcę wspaniałe dzieła Twoich rąk. Mój Panie, Obrońco,  Źródło mych natchnień i sił, niech cały świat,  wszystko co jest zawsze wielbi Imię Twe.  Krzycz na cześć Pana,  rozraduj się w Nim,  ogłaszaj wszędzie, że On Panem jest. Góry ustąpią na dźwięk Jego słów  gdy przemówi Stwórca ziem. Patrzę z podziwem na dzieło Twych rąk, zawsze chcę kochać Cię przy Tobie być! Cóż może równać się z tym,  co u Ciebie mam? ","My Jesus, my Savior, who is as great as you? I want to praise wonderful works of your hands all days. My Lord, Defender, The source of my inspirations and strength, let the whole world, all that is always worshiping Your Name. Scream in honor of the Lord, rejoice in Him, announce everywhere that He is Lord. The mountains will give way to the sound of His words when the Creator of the earth speaks. I look with admiration at the work of Your hands, I always want to love You while being You! What can be equal to what I have with you?"
Mój Pan mocą moją jest," Mój Pan mocą moją jest, Pieśnią i Zbawieniem,  On Bogiem mym   Dla ciebie otwieram serce swe  Mój Pan Królem był i jest, na zawsze i na wieki,  Amen. ","My Lord is my power, Song and Salvation, He is my God, I open my heart to you My Lord, the King was and is, forever and for ever, Amen."
Mój zbawiciel,"Mój Zbawiciel, on bardzo kocha mnie.  Ja, nie wiem czemu miłością darzy mnie. On mi nowe życie dzisiaj, ofiarować chce będę, będę mieszkał razem z Panem mym! ","My Savior, he loves me very much. I do not know why he has love for me. He will give me a new life today, I will offer, I will live with my Lord!"
Mów do mnie Panie," Mów do mnie, Panie,  Chcę słyszeć Cię.  Przyjąć od Ciebie,  Co masz dla mnie.  Nie chcę się chować, Lecz w Tobie skryć. W cieniu Twym Panie Chcę iść.  Święty, potężny jesteś  Panie nasz.  Przed Tobą dziś możemy stać Dzięki łasce,  Nie dzięki nam samym. ","Talk to me, Lord, I want to hear You. Accept from you, What you have for me. I do not want to hide, But hide in You. In the shadow of Your Lord, I want to go. Holy, mighty are our Lord. We can stand in front of you today thanks to grace, not thanks to us alone."
Nasz Bóg jest potężny w mocy swej,"Nasz Bóg jest potężny w mocy swej Króluje nad nami dziś Z Nieba rządzi w mocy, miłości, mądrości Swej ","Our God is powerful in his power. He reigns over us today. He runs from Heaven in power, love, and wisdom"
Nasz Bóg jest wielki," Wodę zamieniłeś w wino. Ślepi przy Tobie znów widzą,  któż jest jak Ty? Tylko Ty.   Blaskiem rozświetlasz ciemności. Człowiek powstaje z marności, któż jest jak Ty?  Tylko Ty.  Nasz Bóg jest wielki, nasz Bóg jest silny  Boże nikt inny nie równa się z Tobą. Nasz Bóg uzdrawia, jest wszechmogący. Nasz Bóg, Nasz Bóg.  Blaskiem rozświetlasz ciemności. Człowiek powstaje z marności, któż jest jak Ty? Tylko Ty. Jeśli nasz Bóg jest przy nas już nic nas nie zatrzyma!   Nasz Bóg jest wielki, nasz Bóg jest silny  Boże nikt inny nie równa się z Tobą. Nasz Bóg uzdrawia, jest wszechmogący. Nasz Bóg, Nasz Bóg.  Jeśli nasz Bóg jest z nami,  któż jest przeciwko nam?  Któż jest przeciwko nam?  Nasz Bóg jest wielki, nasz Bóg jest silny  Boże nikt inny nie równa się z Tobą. Nasz Bóg uzdrawia, jest wszechmogący. Nasz Bóg, Nasz Bóg. ","You turned the water into wine. Blind with you, they see again, who is like you? Only you. You shine the darkness with light. Man arises from futility, who is like you? Only you. Our God is great, our God is strong God, no one else is equal with You. Our God heals, he is almighty. Our God, our God. You shine the darkness with light. Man arises from futility, who is like you? Only you. If our God is with us, nothing will stop us! Our God is great, our God is strong God, no one else is equal with You. Our God heals, he is almighty. Our God, our God. If our God is with us, who is against us? Who is against us? Our God is great, our God is strong God, no one else is equal with You. Our God heals, he is almighty. Our God, our God."
Nic nie musisz mówić nic, Nic nie musisz mówić nic Odpocznij we mnie  Czuj się bezpiecznie  Pozwól kochać się  Miłość pragnie Ciebie. ,You do not have to say anything. Rest in me. Feel safe. Let love be. Love desires you.
Nie bój się (Zostań tu)," Zostań tu i ze mną się módl Razem czuwajmy x2  Nie bój się, nie lękaj się  Bóg sam wystarczy x2 ","Stay here and pray with me Let's watch together x2 Do not be afraid, do not be afraid God alone will be enough x2"
"Nie bój się, wypłyń na głębię", Nie bój się wypłyń na głębię  Jest przy Tobie Chrystus. ,Do not be afraid to go out into the depths. Christ is with you.
Nie ma za trudnych spraw (Zanim powiem słowo)," Nie ma za trudnych spraw, nie ma zbyt błahych też  dla Ciebie Panie, Ty przecież wszystko wiesz.  Każdą potrzebę znasz, słyszysz mój śmiech i płacz, dla Ciebie Panie, to przecież ważne jest.  Ja wiem, że wszystko jest możliwe,  że nie ma rzeczy bez znaczenia,  dlatego modlę się do Ciebie, Dobry Panie. I wiem  że zanim powiem słowo, Ty Boże znasz już całe zdanie. Uwielbiam Cię, Twoja wola niech się stanie! ","There are no difficult matters, there are not too trivial ones for you too. Lord, you know everything. Every need you know, you hear my laughter and cry, Lord, it's important. I know that everything is possible, that there is no meaningless thing, that's why I am praying to You, Good Lord. And I know that before I say a word, God, you know the whole sentence. I adore You, Your will be done!"
Nie zabraknie mi nigdy chleba," Nie zabraknie mi nigdy chleba nie zabraknie mi nigdy wody, bo Ty Panie jesteś  chlebem z nieba, Jezu jesteś źródłem mym. ","I will never run out of bread, I will never run out of water, because You are the bread from heaven, Jesus, you are my source."
Niech oblicze Twe,"Niech oblicze Twe, Panie mój,  Zajaśnieje nad sługą Twym.  Niech przenika mnie jego blask. ","Let your face, my Lord, shine over Your servant. Let its splendor permeate me."
Niech Twój święty duch (i niech spłynie), Niech Twój Święty Duch  Dziś przenika mnie  I niech zawsze już  Gości w duszy mej.   I niech spłynie deszcz  Błogosławieństw Twych  Ojcze obmyj mnie   Duchu Święty przyjdź  Duchu Święty przyjdź Działaj z mocą w nas Duchu Święty przyjdź Przemień smutku czas  I niech spłynie deszcz  Błogosławieństw Twych  Ojcze obmyj mnie  ,"May Your Holy Spirit penetrate me And let my guests always be in my soul. Let the rain bless you, Father, wash me, Holy Spirit, come, Holy Spirit come, act with power in us, Holy spirit, come, Change the time of sorrow, Let the rain bless You, Father, wash me"
Niechaj Cię Panie," Niechaj Cię Panie  wielbią wszystkie Twoje dzieła i Święci Twoi niech Cię błogosławią,  Niech mówią o chwale  Twojego Królestwa  i niech głoszą Twoją potęgę. ","Let all Your deeds worship You and Your Saints bless You, Let them speak of the glory of Your Kingdom and let them proclaim Your power."
Niechaj miłość Twa," Niechaj miłość Twa Jak potężna fala  Spłynie tu  Przez łaski Twej zdrój, Chryste dotknij mnie. ","Let the love of your face be like a powerful wave. Let it flow through Your grace, Christ, touch me."
Niechaj zstąpi Duch Twój," Niechaj zstąpi Duch Twój i odnowi ziemię, Życiodajny spłynie deszcz na spragnione serce.  Obmyj mnie i uświęć mnie, Uwielbienia niech popłynie pieśń.  Chwała Jezusowi, który za mnie życie dał, Chwała Temu, który pierwszy umiłował mnie. Jezus, tylko Jezus Panem jest! ","Let thy Spirit descend and renew the earth, the Life-giving will rain on thirsty heart. Wash me and sanctify me, Praise the song. Praise be to Jesus, who gave me life for me, Praise be to the one who first loved me. Jesus, only Jesus is Lord!"
Niepojęta łaska," On jest Ojcem sierot, opiekunem wdów jest dobry Bóg,  dom swój daje wszystkim opuszczonym.  Zsyła deszcz obfity na to co spragnione wyczerpane  jest, dobry jest dla biednych,  w łasce swej nasz Bóg do nas uniżył się.   Niepojęta łaska Jego wciąż dosięga nas, gdy  podnosi przemienia serca i uwalnia nas. Prawda ta.   On zna każde serce,  nie odwraca się gdy wzywamy Go.  Kocha nas pomimo  tego, że tak niewiele możemy Mu dać.   Niepojęta łaska Jego wciąż dosięga nas, gdy  podnosi przemienia serca i uwalnia nas.  Prawda ta.  ","He is the father of orphans, the widow is a good God, he gives his abandoned home to all. He sends rain abundant to what is thirsty, he is exhausted, he is good to the poor, in our grace our God humbled himself to us. The unconcealed grace of him still reaches us, as he lifts his heart and releases us. This truth. He knows every heart, he does not turn away when we call him. He loves us despite the fact that we can give him so little. The unconcealed grace of him still reaches us, as he lifts his heart and releases us. This truth."
"Niepojęty, niezmierzony"," Z głębokości mórz aż po szczyty gór stworzenie objawia majestat Twój. Od kolorów jesieni po wiosenny nów wszystko śpiewa ci pieśń  pełną cudownych słów Ogłaszając.   Niepojęty, niezmierzony,  gwiazdy stworzyłeś na niebie  i każdą z nich znasz,  wspaniałym Bogiem Tyś jest. Wszechmogący, nieskończony,  w zachwycie klękamy przed Tobą, by wyznać to że,  wspaniałym Bogiem Tyś jest.  Kto uwalnia błyskawic moc  w czasie burz, kto maluje kolory porannych zórz, Słońce stworzył na niebie  i dał mu swą moc orzeźwienie przynosi  w gwieździstą noc, Tylko Ty.  Niepojęty, niezmierzony,  gwiazdy stworzyłeś na niebie  i każdą z nich znasz,  wspaniałym Bogiem Tyś jest. Wszechmogący, nieskończony,  w zachwycie klękamy przed Tobą, by wyznać to że,  wspaniałym Bogiem Tyś jest. ","From the depths of the seas to the peaks of the mountains, the creation reveals Your Majesty. From the colors of autumn to the springtime, everything sings to you a song full of wonderful words. Announcing. Unconceived, immeasurable, the stars you have created in the sky and you know each of them, you are a wonderful God. Almighty, infinite, in rapture we kneel before You, to confess that you are a wonderful God. Who releases lightning power in the storms, who paints the colors of the morning aisles, the sun created in the sky and gave him his power of refreshment brings into the starry night, Only You. Unconceived, immeasurable, the stars you have created in the sky and you know each of them, you are a wonderful God. Almighty, infinite, in rapture we kneel before You, to confess that you are a wonderful God."
O Panie Ty nam dajesz," O Panie, Ty nam dajesz ciało swe i krew.  Do Ciebie więc idziemy wciąż,  radosną nucąc pieśń:  Ty jesteś Bogiem wiernym na wieczny czas.   Przez dar Twojego Chleba,  dobry Boże nasz rodzinę bratnią czynisz z nas,  miłować uczysz nas.  Ty jesteś Bogiem wiernym na wieczny czas.   To Twoje miłowanie dało wolność nam.  Chwalimy Święte Imię Boga,  jak uczyłeś nas.  Ty jesteś Bogiem wiernym na wieczny czas.   Tyś nam wyznaczył drogę  wiodącą na twój szlak idziemy więc, by radość nieść  tam, gdzie jej światu brak.  Ty jesteś Bogiem wiernym na wieczny czas.  ","O Lord, You give us your body and blood. So we go to You, joyful humming song: You are a faithful God for eternal time. Through the gift of your bread, good God, our family, you make us, you love us, you teach us. You are a faithful God for eternal time. It was your love that gave us freedom. We praise the Holy Name of God as you taught us. You are a faithful God for eternal time. You have set a path for us on your path, so we go to bring joy where its world is lacking. You are a faithful God for eternal time."
O piękności niestworzona," O piękności niestworzona  kto Ciebie raz poznał  ten nic innego pokochać nie może. Czuję, że tonę w Nim jako jedno ziarenko piasku w bezdennym oceanie  Czuję, że nie ma ani jednej kropli krwi we mnie, która by nie płonęła miłością ku Tobie.  Miłosierdzie Boże ","Of the beauty uncreated who once met you, this can not love anything else. I feel that I am drowning in Him as one grain of sand in the bottomless ocean. I feel that there is not a single drop of blood in me that would not burn with love towards You. God's mercy"
"O stworzycielu, Duchu przyjdź"," O Stworzycielu, Duchu, przyjdź, Nawiedź dusz wiernych Tobie krąg. Niebieską łaskę zesłać racz Sercom, co dziełem są Twych rąk.  Pocieszycielem jesteś zwan I najwyższego Boga dar. Tyś namaszczeniem naszych dusz, Zdrój żywy, miłość, ognia żar.  Ty darzysz łaską siedemkroć, Bo moc z prawicy Ojca masz, Przez Boga obiecany nam, Mową wzbogacasz język nasz.  Światłem rozjaśnij naszą myśl, W serca nam miłość świętą wlej I wątłą słabość naszych ciał Pokrzep stałością mocy Twej.  Nieprzyjaciela odpędź w dal I Twym pokojem obdarz wraz. Niech w drodze za przewodem Twym Miniemy zło, co kusi nas.  Daj nam przez Ciebie Ojca znać, Daj, by i Syn poznany był. I Ciebie, jedno tchnienie Dwóch, Niech wyznajemy z wszystkich sił.  Niech Bogu Ojcu chwała brzmi, Synowi, który zmartwychwstał, I Temu co pociesza nas Niech hołd wieczystych pynie chwał. Amen. ","O Creator, Spirit, come, bring the souls of the faithful to you. Send heavenly grace to the hearts of all your hands. Comforter you are called and the supreme God's gift. You are the anointing of our souls, the Living Life, love, fire, heat. You have sevenfold grace, For the power of the right hand of the Father is, God promised us, Speech enriches our language. Lighten our thought with light, In our hearts let us pour our holy love and the weak weakness of our bodies with the constant strength of Your strength. Keep the enemy away and give peace to your room. Let us pass the evil on our way behind your guide, which tempts us. Let us know through you, Father, let the Son be known. And You, one breath of the Two, Let us confess with all our strength. May the glory be to God the Father, to the Son who has been resurrected, and to what comforts us, let us pay tribute to the eternal blessings. Amen."
O wychwalajcie Go," O wychwalajcie go wszystkie narody  i wysławiajcie go wszystkie ludy. Jego łaskawość nad nami potężna, a jego wierność trwa na wieki.  O alleluja, alleluja!!! ","Praise him all nations, and praise him to all peoples. His generosity above us is powerful, and his loyalty lasts forever. For alleluia, alleluja !!!"
Oczekuję Ciebie Panie," Nie chcę zbyt wysoko sięgać Panie,  Patrzeć tam gdzie pycha lśni i chwała  Chociaż tak wyniosłe ich mieszkanie,  Choć zazdrości godny świata pałac.   Oczekuję Ciebie Panie,  Jesteś mym oczekiwaniem  Uspokajasz serce moje,  Uciszeniem jesteś i pokojem mym.  Nie chcę by się wywyższało serce Wszystko, czego pragnę to Twe progi W ciszy na Twym progu siedzieć będę Cieszyć się, że jesteś moim Bogiem  Oczekuję Ciebie Panie,  Jesteś mym oczekiwaniem  Uspokajasz serce moje,  Uciszeniem jesteś i pokojem mym. ","I do not want to reach too high Lord, Look where pride shines and glory Though so haughty their apartment, Although jealous of the palace worthy of the world. I am waiting for You, Lord, You are my expectation. You are calming my heart, You are the silence and my peace. I do not want the heart to be exalted. All that I want is your thresholds. In the silence, on your doorstep, I will be glad that you are my God. I expect You, Lord, You are my expectation. You are calming my heart, You are my silence and peace."
Oczyść serce me," Oczyść serce me, chcę jak złoto lśnić  I jak czyste srebro. Oczyść serce me, chcę czystego złota,  blaskiem lśnić.  Zstąp ogniu, zstąp, przyjdź oczyść serce me,  Pragnę być święty, Tobie oddany, Panie. Chcę zawsze być święty,  Tobie mój Mistrzu na zawsze oddany, Gotów, by służyć Ci.   Oczyść serce me, obmyj swoją krwią, Spraw, bym mógł być święty. Oczyść serce me, Z najtajniejszych grzechów oczyść je.  Zstąp ogniu, zstąp, przyjdź oczyść serce me,  Pragnę być święty, Tobie oddany, Panie. Chcę zawsze być święty,  Tobie mój Mistrzu na zawsze oddany, Gotów, by służyć Ci.  ","Purify my heart, I want to shine like gold, And like pure silver. Purify my heart, I want pure gold, shine with splendor. Come on, come down, come and clean my heart, I want to be holy, devoted to You, Lord. I want to always be holy, to You, my Master, always devoted, ready to serve You. Clear my heart, wash my blood, Make me holy. Cleanse my heart, cleanse it from the most secret sins. Come on, come down, come and clean my heart, I want to be holy, devoted to You, Lord. I want to always be holy, to You, my Master, always devoted, ready to serve You."
Oddajmy cześć," Oddajmy cześć Wiecznemu Panu Chwał, pokłońmy się, temu który rozpostarł niebiosa i utwierdził ziemi krąg.  Jego chwała wznosi się ponad szczyty gór. Jego Łaska nad nami jest, a niebo Jego tron!   Bóg to nasz Pan i tylko On! ","Let us worship the Eternal Lord of Glory, let us worship Him who spread the heavens and made the earth a circle. His glory rises above the peaks of the mountains. His grace is above us, and heaven his throne! God is our Lord and only He!"
Odnów mnie, Uczyń mnie gałązka w krzewie winnym Duchem płonącym jak ognisty krzew Niech liście me nie zwiędną nigdy  Oczyść mnie i pozwól w sobie trwać  Odnów mnie daj przynosić dobry owoc Wyzwól mnie i nowe życie daj zasadź mnie nad płynąca żywa wodą. Uświęć mnie i naucz w sobie trwać  Ty którego miłuje dusza moja wskaż mi gdzie pasiesz stada swe Ku źródłom wody żywej mnie prowadź Bym nie błąkał się szukając Cię.  Odnów mnie daj przynosić dobry owoc Wyzwól mnie i nowe życie daj zasadź mnie nad płynąca żywa wodą. Uświęć mnie i naucz w sobie trwać ,"Make me a twig in a vine guilty of a burning flame like a fiery shrub. Let leaves never fade. Cleanse me and let me continue. Renew me, bring me good fruit. Let me free and give me new life. Lay me over living water. Sanctify me and teach in yourself, You whom my soul loves, show me where you are feeding your flocks. To the sources of living water, lead me. I would not wander in search of You. Renew me, bring me a good fruit. Let me free and give me new life. Lay me over the living water. Sanctify me and teach me to continue"
Ofiaruję Tobie," Ofiaruję Tobie, Panie mój całe życie me, cały jestem Twój, aż na wieki. Oto moje serce, przecież wiesz, Tyś miłością mą jedyną jest. ","I offer to You, Lord, my whole life, I am all Yours, forever. Here is my heart, you know, you are my only love."
Oto ja poślij mnie," Oto ja poślij mnie Dotknij ogniem moich warg Powiedz Panie czego chcesz A moją rozkoszą będzie być posłusznym.  Daj mi swego ducha,  abym mógł stać się chlebem Abym stał się winem, abym gasił twe pragnienie.  Oto ja poślij mnie Dotknij ogniem moich warg Powiedz Panie czego chcesz A moją rozkoszą będzie być posłusznym.  Nie chce Ci już mówić  o moich potrzebach, Panie Ty wiesz wszystko.  Objaw mi Twe pragnienia. ","Behold, send me, touch me with the fire of my lips. Sir Lord, what do You want? And my pleasure will be obedient. Give me your spirit, that I may become bread, that I may become wine, that I may quench your thirst. Behold, send me, touch me with the fire of my lips. Sir Lord, what do You want? And my pleasure will be obedient. I do not want to tell you about my needs anymore, Lord, you know everything. Show me your desires."
Oto jest dzień," Oto jest dzień, który dał nam Pan weselmy się i radujmy się w nim. ","This is the day the Lord gave us, let us joy and rejoice in him."
Oto stoję u drzwi," Oto stoję u drzwi i kołaczę. Oto stoję u drzwi i kołaczę. Jeśli kto posłyszy mój głos i drzwi otworzy wejdę do niego i będę z nim wieczerzał,  a on ze mną. ","Here I am standing at the door and knocking. Here I am standing at the door and knocking. If any man hears my voice and opens the door, I will come in to him and sup with him, and he with me."
Otwórz me oczy o Panie," Otwórz me oczy, o Panie, otwórz me oczy i serce, chcę widzieć Ciebie.  Wywyższonego widzieć chcę, ujrzeć Ciebie w blasku Twej chwały. Wylej Swą miłość i moc, gdy śpiewam  święty, święty, święty. chcę widzieć Ciebie. ","Open my eyes, O Lord, open my eyes and heart, I want to see You. I want to see the exalted One, see You in the glory of Your glory. Pour out His love and power when I am singing holy, holy, holy. I want to see You."
Oświeć drogę mą," Oświeć drogę mą,  choćby na jeden krok I nie pozwól mi w miejscu stać. Ciągle czekam na cud Abyś nowe pragnienie w moje serce wlał. ","Enlighten my path, even for one step And do not let me stand in the place. I am still waiting for a miracle. Let your new desire pour into my heart."
Pa-a-an jest pasterzem moim," Pan jest pasterzem moim,  niczego mi nie braknie. Na zielonych niwach pasie mnie, nad wody spokojne mnie prowadzi  i duszę mą pokrzepia i wiedzie mnie ścieżkami sprawiedliwości swojej.   Choćbym nawet szedł ciemną doliną  zła się nie ulęknę, boś Ty ze mną.  Laska Twoja i kij Twój mnie pocieszają.  Laj laj… ","The Lord is my shepherd, I lack nothing. On the green lands he passes on me, he leads me to calm waters, and strengthens me with his soul and leads me through the paths of his justice. Even if I walk through a dark valley of evil, I will not be afraid, be with me. Your staff and your stick comfort me. Laj laj ..."
Pan - jest moim pasterzem,"Pan – jest moim pasterzem, niczego mi nie braknie. Pozwala mi leżeć na zielonych pastwiskach, niczego mi nie braknie. Prowadzi mnie nad wody,  gdzie mogę odpocząć,  niczego mi nie braknie. ","The Lord is my shepherd, I am not short of anything. It allows me to lie on the green pastures, I need nothing. He leads me to the water, where I can rest, I need nothing."
Pan blisko jest,"  Pan blisko jest, oczekuj Go  Pan blisko jest, w Nim serca moc. ","The Lord is close, wait for Him, the Lord is close, the power in Him is heart."
