txt_pl_lem,date
"""Pan rzec do Mojżesz: zstąpić na dół, bo sprzeniewierzyć się lud twój, który wyprowadzićbyć z ziemia egipski. bardzo szybko odwrócić się od droga, który im nakazaćbyć, i utworzyć siebie posąg cielec ulać z metal i oddal on pokłon, i złożyć on ofiara, mówić: Izrael, oto twój bóg, który ty wyprowadzić z ziemia egipski. i jeszcze powiedzieć Pan do Mojżesz: widzieć, że lud ten być lud o twardy kark. zostawić ja przeto w spokój, aby rozpalić się gniew mój na on. chcieć on wyniszczyć, a ty uczynić wielki lud. Mojżesz jednak zacząć usilnie błagać Pan, bóg swój, i mówić: dlaczego, Pan, płona gniew twój przeciw lud twój, który wyprowadzićbyć z ziemia egipski wielki moc i silny ręka? czemu to maja mówić Egipcjanin: w złe zamiar wyprowadzić on, chcieć on wygubić w góra i wygładzić z powierzchnia ziemia? odwrócić zapalczywość twój gniew i zaniechać zło, jaki chcieć zesłać na twój lud. wspomnieć na Abraham, Izaak i Izrael, twoja sługa, który przysięgnąćbyć na sam siebie, mówić do on: uczynić potomstwo wacha tak liczny jak gwiazda niebieski, i cały ziemia, o który mówićbyć, dama wasi potomek, i posiąść on na wiek. wówczas to Pan zaniechać zło, jaki zamierzać zesłać na swój lud. pamiętać o my i przyjść my z pomoc u stopa Horebu zrobić cielec i pokłon oddawać bożek odlać z złoto. i zamienić swój chwała na podobizna cielec jeść siać.zapomnieć bóg, który on ocalić, który wielki rzecz dokonać w Egipt, rzecz przedziwny w kraina Cham, zdumiewający nad morze czerwona.postanowić on zatem wytracić, gdyby nie Mojżesz, on wybraniec; on wstawić się do on, aby odwrócić swój gniew, by on nie niszczyć Jezus powiedzieć do Żyd: gdybybyć ja wydawać świadectwo o siebie sam, sąd mój nie byćby prawdziwy. być przecież ktoś inny, kto wydawać sąd o ja; a wiedzieć, że sąd, który o ja wydawać, być prawdziwy. wysłaćbyć poselstwo do Jan i on dać świadectwo prawda. ja nie zważać na świadectwo człowiek, ale mówić to, abybyć były zbawić. on być lampa, co płona i świecić, wy zaś chciećbyć radować się krótki czas on światło. ja mama świadectwo duży od janowy. być to dzieło, który ojciec dać mi do wykonanie; dzieło, który czynić, świadczyć o ja, że ojciec ja posłać. ojciec, który ja posłać, on dać o ja świadectwo. nigdy nie słyszećbyć ani on głos, ani nie widziećbyć on oblicze; nie mat także słowo on, trwać w wy, bo wybyć nie uwierzyć w to, który on posłać. badać pismo, ponieważ sądzić, że w on zawrzeć być życie wieczny: to on właśnie dawać o ja świadectwo. a przecież nie chcieć przyjść do ja, aby mieć życie. nie odbierać chwała od człowiek, ale wiedzieć o wy, że nie mat w siebie miłość bóg. przyjśćbyć w imienie ojciec mój, a nie przyjąćbyć ja. gdyby jednak przybyć kto inny w własne imienie, to bybyć go przyjąć. jak móc uwierzyć, skoro od siebie wzajemnie odbierać chwała, a nie szukać chwała, który pochodzić od sam bóg? nie mniemać jednak, że to ja wy oskarżyć przed ojciec. wasi oskarżyciel być Mojżesz, w który wy pokładać nadzieja. gdybybyć jednak uwierzyć Mojżesz, to bybyć i ja uwierzyć. o ja bowiem on pisać. jeżeli jednak on pismo nie wierzyć, jakżeż moi słowo być wierzyć?"" ",2019-04-04
"""mylnie rozumować bezbożny mówić siebie: zrobić zasadzka na sprawiedliwy, bo my niewygodny: sprzeciwiać się nasi sprawa, zarzucać my łamanie prawa, wypominać my błąd nasi obyczaj. chełpić się, że znać bóg, zew siebie dziecko pańskie. być potępienie nasi zamysł, sam widok on być dla my przykry, bo życie on niepodobny do inny i droga on odmienny. uznać my za coś fałszywy i stronić od droga nasi jak od nieczystości. kres sprawiedliwy ogłaszać za szczęśliwy i chełpić się bóg jako ojciec. zobaczyć+ż, czy prawdziwy być on słowo, wybadać, co być przy on zejście. bo jeśli sprawiedliwy być syn boży, bóg ujma się za nim i wyrwa go z ręka przeciwnik. dotknąć go obelga i katusza, by poznać on łagodność i doświadczyć on cierpliwość. zasądzić go na śmierć haniebny, bo - jak mówić - być ocalić. tak pomyśleć - i pobłądzić, bo własny złość on zaślepić. nie pojąć tajemnica boży, nie spodziewać się nagroda za prawość i nie docenić odpłata dusz czysta. Pan zawsze bliski dla skruszony w serce Pan zwracać swój oblicze przeciw zło czynić, by pamięć o on wymazać z ziemia. Pan słyszeć wołająca o pomoc i ratować on od wszelki udręka.Pan być blisko człowiek skruszony w serce, ocalać upadły na duch. liczny być nieszczęście, który cierpieć sprawiedliwy, ale Pan go z wszyscy wybawiać.on czuwać nad każdy on kość i żaden z on nie zostać złamany. Pan odkupić duha sługa swoje, nie zaznać kar, kto się donia uciekać. Jezus obchodzić Galileję. nie chcieć bowiem chodzić po Judea, bo żyd mieć zamiar go zabić. a zbliżać się żydowski święto namiot. kiedy zaś bracia on udały się na święto, wówczas pójść i on, jednakże nie jawnie, lecz skrycie. niektóry z mieszkaniec Jerozolima mówić: czyż to nie być ten, który usiłować zabić? a oto jawnie przemawiać i nic on nie mówić. czyżby zwierzchnik naprawdę się przekonać, że on być Mesjasz? przecież my wiedzieć, skąd on pochodzić, natomiast gdy Mesjasz przyjść, nikt nie być wiedzieć, skąd być. a Jezus, uczyć w świątynia, zawołać ten słowo: i ja znać, i wiedzieć, skąd być. ja jednak nie przyjśćbyć sam od siebie; lecz prawdziwy być ten, który ja posłać, który wy nie znać. ja go znać, bo od on być i on ja posłać. zamierzać więc go pojmać, jednakże nikt nie podnieść na on ręka, ponieważ godzina on jeszcze nie nadeszły."" ",2019-04-05
"""tak mówić Pan, który otworzyć droga przez mor i ścieżka przez potężny woda; który wieść na wyprawa wóz i koń, także i potężny wojsko; upadły, już nie powstać, zgasły, jak knotek zostać zdmuchnąć. nie wspominać wydarzenie minione, nie roztrząsać w myśl dawny rzecz. oto ja dokonywać rzecz nowa: pojawiać się właśnie. czyż on nie poznawać? otworzyć też droga na pustynia, ścieżyna na pustkowie. sławić ja być zwierzę polny, szakal i struś, gdyż na pustynia dostarczyć woda i rzeka na pustkowie, aby napoić mój lud wybrany. lud ten, który siebie utworzyćbyć, opowiadać być moja chwała. Pan bóg uczynić wielki rzecz dla my gdy Pan odmienić los Syjon, wydawać się my, że śnić usta nasze były pełny śmiech, a język śpiewać z radość.mówić wtedy między pogan: „wielki rzecz im Pan uczynić”. odmienić znowu nasz los, Pan, jak odmieniać strumień na południe.ci, który w łza sieja, żąć być w radość. Ida i płakać nieść ziarno na zasiew, lecz powrócić z radość nieść swoje snop. Jezus udać się na Góra oliwny, ale o brzask zjawić się znów w świątynia. cały lud schodzić się do on, a on usiąść nauczać on. wówczas uczony w pismo i faryzeusz przyprowadzić do on kobieta który pochwycić na cudzołóstwo, a postawić on pośrodku, powiedzieć do on: nauczyciel, ten kobieta dopiero pochwycić na cudzołóstwo. w prawie Mojżesz nakazać my taki kamienować. a ty co mówić? mówić to wystawiać go na próba, aby mieć o co go oskarżyć. lecz Jezus nachylić się pisać palec po ziemia. a kiedy w daleki ciąg go pytać, podnieść się i rzec do on: kto z wy być bez grzech, niech pierwszy rzucić na on kamień. i powtórnie nachylić się pisać na ziemia. kiedy to usłyszeć, wszyscy jeden po druga zacząć odchodzić, poczynać od starsza, aż do ostatni. pozostać tylko Jezus i kobieta, stojąca na środek. wówczas Jezus podnieść się rzec do on: kobieta, gdzież on być? nikt ty nie potępić? a on odrzec: nikt, Pan! rzec do on Jezus: i ja ty nie potępiać. - iść, a od ten chwila już nie grzeszyć."" ",2019-04-07
"""od góra hora szla izraelita w kierunek morze czerwone, aby obejść ziemia Ed; podczas droga jednak lud stracić cierpliwość. i zacząć mówić przeciw bóg i Mojżesz: czemu wyprowadzićbyć my z Egipt, bybyć tu na pustynia pomarły? nie mój chleb ani woda, a uprzykrzyć się my już ten pokarm mizerny. zesłać więc Pan na lud wąż o jad paląca, który kąsać człowiek, tak że wielki liczba izraelita zmarła. przybyły więc człowiek do Mojżesz mówić: zgrzeszyćbyć, szemrać przeciw pan i przeciwko ty. wstaw się za my do Pan, aby oddalić od my wąż. i wstawić się Mojżesz za lud. wtedy rzec Pan do Mojżesz: sporządzić wąż i umieść go na wysoki pal; wtedy każdy ukąsić, jeśli tylko spojrzeć na on, zostać przy życie. sporządzić więc Mojżesz wąż miedziany i umieścić go na wysoki pal. i rzeczywiście, jeśli koga wąż ukąsić, a ukąsić spojrzeć na wąż miedziany, zostawać przy życie. wysłuchać, Pan, moje wołanie Pan, wysłuchać modlitwa moja, a wołanie moja niech do ty przyjść. nie ukrywać przed ja swoje oblicze w dzień mój utrapienie. nakłonić ku ja twój ucha, w dzień, w który ty wzywać, szybko ja wysłuchać!pogan być się bal imienie Pan, a twój chwała wszyscy król ziemia, bo Pan odbudować Syjon i ukazać się w swój majestat, przychylić się ku modlitwa opuszczony i nie odrzucić on modły.należeć to spisać dla przyszły pokolenie, lud, który się narodzić, niech wychwalać Pan, bo spojrzeć Pan z wysokość swój przybytek, popatrzyć z niebo na ziemia, aby usłyszeć jęk uwięziony, aby skazana na śmierć uwolnić. Jezus powiedzieć do faryzeusz: ja odchodzić, a wy być ja szukać i w grzech swoje pomrzeć. tam, gdzie ja iść, wy pójść nie móc. rzec więc do on żyd: czyżby miał sam siebie zabić, skoro powiadać: tam, gdzie ja iść, wy pójść nie móc? a on rzec do on: wy być z niskość, a ja być z wysoki. wy być z to świat, ja nie być z to świat. powiedziećbyć wy, że pomrzeć w grzech swoje. tak, jeżeli nie uwierzyć, że ja być, pomrzeć w grzech swoje. powiedzieć do on: któż ty być? odpowiedzieć im Jezus: przed wszyscy po cóż jeszcze do wy mówić? wiele mama o wy do powiedzenie i do sądzić. ale ten, który ja posłać być prawdziwy, a ja mówić wobec świat to, co usłyszećbyć od on. a on nie pojąć, że im mówić o ojciec. rzec więc do on Jezus: gdy wywyższyć syn człowieczy, wtedy poznać, że ja być i że ja nic od siebie nie czynić, ale że to mówić, czego ja ojciec nauczyć. a ten, który ja posłać, być z ja: nie pozostawić ja sam, bo ja zawsze czynić to, co się on podoba. kiedy to mówić, wiele uwierzyć w on."" ",2019-04-09
"""Abram paść na oblicze, a bóg tak do on mówić: oto moja przymierze z ty: stanąć się ojciec mnóstwo naród. nie być więc odtąd nazywać się Abram, lecz imię twoja być Abraham, bo uczynić ty ojciec mnóstwo naród. sprawić, że być niezmiernie płodny, tak że stanąć się ojciec naród i pochodzić być od ty król. przymierze moja, który zawierać pomiędzy ja a ty oraz twoi potomstwo, być trwało z pokolenie w pokolenie jako przymierze wieczny, abybyć być bóg twoi, a potem twój potomstwo. i oddawać ty i twój przyszły potomek kraj, w który przebywać, cały kraj Kanaan, jako własność na wiek, i być on bóg. potem bóg rzec do Abraham: ty zaś, a po ty twoja potomstwo przez wszystek pokolenie, zachowywać przymierze z ja. Pan bóg pamiętać o przymierze swoje rozmyślać o pan i on potęga, zawsze szukać on oblicze. pamiętać o cud, który on uczynić, o on znak, o wyrok usta on.potomek Abraham, sługa on, syn Jakub, on wybraniec. on, Pan, być nasi bóg, on wyrok obejmować świat cały.na wiek on pamiętać o swoje przymierze, obietnica dana tysiąc pokolenie, o przymierze, który zawrzeć z Abraham, przysięga dana Izaak. Jezus powiedzieć do żyd: zaprawdę, zaprawdę, powiadać wy: jeśli kto zachować moja nauka, nie zaznać śmierć na wiek. rzec do on żyd: teraz wiedzieć, że być opętany. Abraham umrzeć i prorok - a ty mówić: jeśli kto zachować moja nauka, ten śmierć nie zaznać na wiek. czy ty być duży od ojciec nasze Abraham, który przecież umrzeć? i prorok pomarły. kima ty siebie czynić? odpowiedzieć Jezus: jeżeli ja sam siebie otaczać chwała, chwała moja być niczym. ale być ojciec mój, który ja chwała otaczać, o który wy mówić: być nasi bóg, ale wy go nie znać. ja go jednak znać. gdybybyć powiedzieć, że go nie znać, byćbybyć podobnie jak wy - kłamca. ale ja go znać i słowo on zachowywać. Abraham, ojciec wasz, rozradować się z to, że ujrzeć mój dzienia - ujrzeć /go/ i ucieszyć się. na to rzec do on żyd: pięćdziesiąt lato jeszcze nie mieć, a Abraham widziećbyć? rzec do on Jezus: zaprawdę, zaprawdę, powiadać wy: zanim Abraham stać się, ja być. porwać więc kamień, aby on rzucić na on. Jezus jednak ukryć się i wyjść z świątynia."" ",2019-04-11
"""Pan bóg ja obdarzyć język wymowny, bybyć umieć przyjść z pomoc strudzić, przez słowo krzepiący. każdy rana pobudzać mój ucha, bybyć słuchać jak uczeń. Pan bóg otworzyć mi ucha, a ja się nie oprzećbyć ani się cofnąćbyć. podaćbyć grzbiet mój bić i policzek moja rwący mi broda. nie zasłonićbyć moja twarz przed zniewaga i opluć. Pan bóg ja wspomagać, dlatego być nieczuły na obelga, dlatego uczynićbyć twarz moja jak głaz i wiedzieć, że wstyd nie doznać. bóg mój, bóg, coś ja opuścić? szydzić z ja wszyscy, który na ja patrzeć, wykrzywiać warga i potrząsać głowa: """"zaufać pan, niech go Pan wyzwolić, niech go ocalić, jeśli go miłować"""".sfora pies ja opadać, otoczyć ja zgraja złoczyńca. przebość moja ręka i noga, policzyć móc wszystek moja kości.dzielić między siebie moja szata i los rzucać o moja suknia. ty zaś, o Pan, nie stać z daleki: pomoc moja śpieszyć mi na ratunek.być głosić swój bracia twoja imię i być ty chwalić w zgromadzenie wierna: """"chwalić Pan, wy, który się go bać, niech się go lękać cały potomstwo Izrael"""". męka Pan nasze Jezus Chrystus według święty Łukasz."" ",2019-04-14
"""posłuchać ja, wyspa; lud daleki, uważać: Pan ja powołać już z łono mój matka, od on wnętrzności wspomnieć moja imię. ostry miecz uczynić mój usta, w cień swój ręka ja ukryć. uczynić z ja strzała zaostrzyć, utaić ja w swoje kołczan. i rzec mi: tybyć sługa moi, Izrael, w ty się rozsławić. ja zaś mówićbyć: próżno się trudzićbyć, na darmo i na nic zużyćbyć mój siła. lecz moja prawo być u Pan i moja nagroda u bóg mój. wsławićbyć się w oko Pan, bóg mój stać się moja siła. a teraz przemówić Pan, który ja ukształtować od urodzenie na swój sługa, bybyć nawrócić do on Jakub i zgromadzić on Izrael. a mówić: to zbyt mało, iż być mi sługa dla podźwignąć pokolenie Jakub i sprowadzić ocalały z Izrael! ustanowić ty światłość dla pogan, aby moja zbawienie dotrzeć aż do kraniec ziemia. być wysławiać twoja sprawiedliwość. w ty, Pan, ucieczka moja, niech wstyd nie zaznać na wiek. wyzwolić ja i ratować w twój sprawiedliwość, nakłonić ku ja swój ucha i zesłać ocalenie.bądź dla ja skała schronienie i zamek warowny, aby ja ocalić, bo ty być moja opoka i twierdza, bóg mój, wyrwać ja z ręka niegodziwiec.bo ty, mój bóg, być moja nadzieja, Pan, ty ufać od lato młodość. ty byćbyć moja podpora od dzień narodziny, od łono matka moi opiekun.moja usta być głosić twoja sprawiedliwość i przez cały dzienia twoja pomoc, bo nawet nie znać on miara. bóg, ty ja uczyćbyć od moja młodość i do ten chwila głosić twoja cud. Jezus w czas wieczerza z uczeń swoje doznać głęboki wzruszenie i tak oświadczyć: zaprawdę, zaprawdę, powiadać wy: jeden z wy ja zdradzić. spoglądać uczeń jeden na drugi niepewny, o kima mówić. jeden z uczeń on - ten, który Jezus miłować - spoczywać na on pierś. on to dać znak Szymon Piotr i rzec do on: kto to być? o kima mówić? ten oprzeć się zaraz na pierś Jezus i rzec do on: Pan, kto to być? Jezus odeprzeć: to ten, dla który umaczać kawałek /chleb/, i podać on umoczyć więc kawałek /chleb/, wziąć i podać judasz, syn Szymon Iskariota a po spożycie kawałek /chleb/ wejść w on szatan. Jezus zaś rzec do on: co chcieć czynić, czynić prędko. nikt jednak z biesiadnik nie rozumieć, dlaczego on to powiedzieć. ponieważ judasz miał piecza nad trzos, niektóry sądzić, że Jezus powiedzieć do on: zakup, czego my potrzeba na święto, albo żeby dać coś ubogi. a on po spożycie kawałek /chleb/ zaraz wyjść. a była noc. po on wyjście rzec Jezus: syn człowieczy zostać teraz otoczyć chwała, a w nim bóg zostać chwała otoczyć. jeżeli bóg zostać w nim otoczyć chwała, to i bóg go otocz chwała w siebie sam, i to zaraz go chwała otocz. dziecko, jeszcze krótko być z wy. być ja szukać, ale - jak to żyd powiedziećbyć, tak i teraz wy mówić - dokąd ja iść, wy pójść nie móc. rzec do on Szymon Piotr: Pan, dokąd iść? odpowiedzieć on Jezus: dokąd ja iść, ty teraz za ja pójść nie móc, ale późno pójść. powiedzieć on Piotr: Pan, dlaczego teraz nie móc pójść za ty? życie moja oddać za ty. odpowiedzieć Jezus: życie swoje oddać za ja? zaprawdę, zaprawdę, powiadać ci: kogut nie zapiać, aż ty trzy raz się ja wyprzeć."" ",2019-04-16
"""w dzień Pięćdziesiątnica Piotr mówić do Żyd: """"niech cały dom Izrael wiedzieć z niewzruszony pewność, że to Jezus, który ukrzyżowaćbyć, uczynić bóg i Pan, i Mesjasz"""". gdy to usłyszeć, przejąć się do głąb serce: """"cóż mama czynić, bracia?"""" – zapytać Piotr i pozostały apostoł. """"nawrócić się – powiedzieć do on Piotr – i niech każdy z wy przyjąć chrzest w imię Jezus Chrystus na odpuścić grzech wasi, a otrzymać w dar duch święty. bo dla wy być obietnica i dla dziecko wasi, i dla wszyscy, który być daleko, a który Pan, bóg nasz, powołać"""". w wiele też inny słowo dawać świadectwo i napominać: """"ratować się spośród to przewrotny pokolenie!"""" ci więc, który przyjąć on nauka, zostać ochrzczony. i przyłączyć się owo dzień około trzy tysiąc dusz. pełny być ziemia łaskawość Pan słowo Pan być prawa, a każdy on dzieło godne zaufanie. on miłować prawo i sprawiedliwość, ziemia być pełny on łaska.oko Pan zwrócić na bogobojny, na ten, który oczekiwać on łaska, aby ocalić on życie od śmierć i żywić on w czas głód.dusza nasz oczekiwać Pan, on być nasz pomoc i tarcza. Pan, niech my ogarnąć twoja łaska, według nadzieja pokładać w ty. Maria Magdalena stała przed grób, płakać. a kiedy tak płakać, nachylić się do grób i ujrzeć dwa anioł w biel, siedzący tam, gdzie leżeć ciało Jezus – jeden w miejsce głowa, drugi w miejsce noga. i rzec do on: """"niewiasta, czemu płakać?"""" odpowiedzieć im: """"zabrać Pan mój i nie wiedzieć, gdzie go położyć. gdy to powiedzieć, odwrócić się i ujrzeć stojący Jezus, ale nie wiedzieć, że to Jezus. rzec do on Jezus: """"niewiasta, czemu płakać? koga szukać?"""" on zaś, sądzić, że to być ogrodnik, powiedzieć do on: """"Pan, jeśli ty go przenieśćbyć, powiedzieć mi, gdzie go położyćbyć, a ja go zabrać"""". Jezus rzec do on: """"Maria!"""" a on, obrócić się, powiedzieć do on po hebrajski: """"Rabbuni"""" , to znaczyć: mój nauczyciel! rzec do on Jezus: """"nie zatrzymywać ja, jeszcze bowiem nie wstąpićbyć do ojciec. natomiast udać się do moi bracia i powiedzieć im: „wstępować do ojciec mój i ojciec wasz oraz do bóg mój i bóg wasz”. pójść Maria Magdalena i oznajmić uczeń: """"widziećbyć Pan"""", i co on powiedzieć."" ",2019-04-23
"""gdy chrom, uzdrowić, trzymać się Piotr i Jan, cały lud zdumiony zbiec się do on w krużganek, który zwać salomonowy. na ten widok Piotr przemówić do lud: """"mąż izraelski! dlaczego dziwić się temu? i dlaczego także patrzeć na my, jakbybyć własny moc lub pobożność sprawić, że on chodzić? bóg Abraham, Izaak i Jakub, bóg ojciec nasi wsławić sługa swój, Jezus, wy jednak wydaćbyć go i zaprzećbyć się go przed Piłat, gdy postanowić go uwolnić. zaprzećbyć się święty i sprawiedliwy, a wyprosićbyć ułaskawienie dla zabójca. zabićbyć dawca życie, ale bóg wskrzesić go z martwy, czego my być świadek. i przez wiara w on imię temu człowiek, który oglądać i który znać, imię to przywrócić siła. wiara wzbudzić przez on dać on ten pełnia siła, który wszyscy widzieć. lecz teraz wiedzieć, bracia, że działaćbyć w nieświadomość, tak samo jak zwierzchnik wasi. a bóg w ten sposób spełnić to, co zapowiedzieć przez usta wszyscy prorok, że on Mesjasz być cierpieć. pokutować więc i nawrócić się, aby grzech wacha zostać zgładzić, aby nadeszły od Pan dzień ochłoda, aby też posłać wy zapowiedzieć Mesjasz, Jezus, który niebo muszy zatrzymać aż do czas odnowić wszyscy rzecz, co od wiek przepowiedzieć bóg przez usta swoje święta prorok. powiedzieć przecież Mojżesz: „prorok jak ja wzbudzić wy Pan, bóg nasz, spośród bracia wasi. słuchać go w wszyscy, co wy powiedzieć. a każdy, kto nie posłuchać to prorok, zostać usunąć z lud”. zapowiadać te dzień także wszyscy prorok, który przemawiać od czas Samuel i on następca. wy być syn prorok i przymierze, który bóg zawrzeć z wasi ojciec, kiedy rzec do Abraham: „błogosławiona być w potomstwo twoi wszystek naród ziemia”. dla wy najpierw wskrzesić bóg sługa swój i posłać go, aby błogosławić każdy z wy w odwracać się od grzech"""". jak być przedziwny imię twoja, Pan! o Pan, nasz Pan, jak przedziwny być twoja imię po cały ziemia. czym być człowiek, że o nim pamiętać, czym syn człowieczy, że troszczyć się o on?uczynićbyć go niewiele mniejszy od anioł, uwieńczyćbyć go cześć i chwała. obdarzyćbyć go władza nad dzieło ręka twoi, wszystko złożyćbyć pod on stop:owca i bydło wszelaki, i dziki zwierzę, ptak niebieski i ryba morski, wszystko, co szlak morze przemierzać. uczeń opowiadać, co on spotkać w droga i jak poznać Jezus przy łamanie chleb. a gdy rozmawiać o tym, on sam stanąć pośród on i rzec do on: """"pokój wy!"""" zatrwożony i wylękły zdawać się, że widzieć duch. lecz on rzec do on: """"czemu być zmieszać i dlaczego wątpliwość budzić się w wasi serce? popatrzeć na moja ręka i noga: to ja być. dotknąć ja i przekonać się: duch nie mój ciało ani kości, jak widzieć, że ja mama"""". przy ten słowo pokazać im swoje ręka i noga. lecz gdy on z radość jeszcze nie wierzyć i pełnia były zdumienie, rzec do on: """"mat tu coś do jedzenie?"""" on podać on kawałek piec ryba. wziąć i spożyć przy on. potem rzec do on: """"to właśnie znaczyć słowo, który mówićbyć do wy, gdy byćbyć jeszcze z wy: muszy się wypełnić wszystko, co napisać być o ja w prawie Mojżesz, u prorok i w psalm». wtedy oświecić on umysł, aby rozumieć pismo. i rzec do on: """"tak być napisać: Mesjasz być cierpieć i trzeci dzień zmartwychwstanie; w imię on głosić być nawrócenie i odpuścić grzech wszyscy naród, począć od Jeruzalem. wy być świadek to""""."" ",2019-04-25
"""wiele znak i cud działo się przez ręka apostoł wśród lud. wierzący trzymać się wszyscy razem w krużganek Salomon. a z obca nikt nie miał odwaga dołączyć się do on, lud zaś on wychwalać. coraz bardziej też rosły liczba mężczyzna i kobieta, przyjmować wiara w Pan. wynosić też chora na ulica i kłaść na łoże i nosza, aby choć cień przechodzący Piotr paść na któryś z on. także z miast sąsiedni zbiegać się mnóstwo lud do Jerozolima, znosić chora i dręczyć przez duch nieczysta, a wszyscy doznawać uzdrowienie. dziękować pan, bo być miłosierny dziękować pan, bo być dobry, bo on łaska trwać na wiek. niech bać się Pan głosić: ”on łaska na wiek”.uderzyć ja i pchnąć, bybyć upaść, lecz Pan ja podtrzymać. Pan moja moc i pieśń, on stać się moi zbawca.kamień odrzucić przez budujący stać się kamień węgielny. oto dzienia, który Pan uczynić, radować się w nim i weselić. być to wieczor owo pierwsze dzień tydzień. tam, gdzie przebywać uczeń, drzwi były zamknięty z obawa przed Żyd. Jezus wejść, stanąć pośrodku i rzec do on: ”pokój wy!”. a to powiedzieć, pokazać im ręka i bok. uradować się zatem uczeń, ujrzeć Pan. a Jezus znowu rzec do on: ”pokój wy! jak ojciec ja posłać, tak i ja wy posyłać”. po ten słowo tchnąć na on i powiedzieć im: ”wziąć duch święty! który odpuścić grzech, być im odpuścić, a który zatrzymać, być im zatrzymana”. ale Tomasz, jeden z dwanaście, zwać Didymos, nie być razem z on, kiedy przyjść Jezus. inny więc uczeń mówić do on: ”widziećbyć Pan!”. ale on rzec do on: ”jeżeli na ręka on nie zobaczyć ślad gwóźdź i nie włożyć palec mój w miejsce gwóźdź, i nie włożyć ręka moja do bok on, nie uwierzyć”. a po osiem dzień, kiedy uczeń on były znowu wewnątrz dom i Tomasz z on, Jezus przyjść mimo drzwi zamknięty, stanąć pośrodku i rzec: ”pokój wy!”. następnie rzec do Tomasz: ”podnieść tutaj swój palec i zobaczyć moja ręka. podnieść ręka i włożyć on do mój bok, i nie bądź niedowiarek, lecz wierząca”. Tomasz on odpowiedzieć: ”Pan mój i bóg mój!”. powiedzieć on Jezus: ”uwierzyćbyć, bo ja ujrzećbyć; błogosławiony, który nie widzieć, a uwierzyć”. i wiele inny znak, który nie zapisać w ten księga, uczynić Jezus wobec uczeń. te zaś zapisać, abybyć wierzyć, że Jezus być Mesjasz, syn boży, i abybyć wierzyć, mieć życie w imię on."" ",2019-04-28
"""po swój męka Jezus dać apostoł wiele dowód, że żyć: ukazywać się im przez czterdzieści dzień i mówić o królestwo boży. a podczas wspólny posiłek kazać im nie odchodzić z Jerozolima, ale oczekiwać obietnica ojciec. mówić: „słyszećbyć o on od ja: Jan chrzcić woda, ale wy wkrótce zostać ochrzczony duch święta”. zapytywać go zebrać: „Pan, czy w tym czas przywrócić królestwo Izrael?” odpowiedzieć im: „nie wasz to rzecz znać czas i chwila, który ojciec ustalić swój władza, ale gdy duch święty zstąpić na wy, otrzymać on moc i być moi świadek w Jerozolima i w cały Judea, i w Samaria, i aż po kraniec ziemia” kto w łza sieja, żąć być w radość gdy Pan odmienić los Syjon, wydawać się my, że śnić. usta nasze były pełny śmiech, a język śpiewać z radość.mówić wtedy między pogan: „wielki rzecz im Pan uczynić”. Pan uczynić my wielki rzecz i ogarnąć my radość.odmienić znowu nasz los, Pan, jak odmieniać strumień na południe. ci, który w łza sieja, żać być w radość.Ida i płakać nieść ziarno na zasiew, lecz powrócić z radość nieść swoje snop. Jezus powiedzieć do swoje uczeń: „zaprawdę, zaprawdę, powiadać wy: jeżeli ziarno pszenica wpaść w ziemia nie obumrzeć, zostać tylko samo, ale jeżeli obumrzeć, przynosić plon obfity. ten, kto miłować swoje życie, tracić on, a kto nienawidzieć swój życie na tym świat, zachować on na życie wieczny. a kto by chcieć mi służyć, niech id za ja, a gdzie ja być, tam być i mój sługa. a jeśli kto mi służyć, uczcić go mój ojciec”."" ",2019-04-29
